occupation_id,category,specialty,nhs_band
939,Medical & Dental,Women & Children's,
940,Medical & Dental,Medical & Dental,Doctor - Other
941,Medical & Dental,CQC rated 'Outstanding' practice,
942,Medical & Dental,general Practice,
943,Medical & Dental,General practice,Doctor - Other
944,Medical & Dental,Gen Med,
945,Medical & Dental,Children and Families,Consultant
946,Medical & Dental,Urgent Care/Out of Hours service,
947,Medical & Dental,A + E,
948,Medical & Dental,Anaesthetists,
949,Medical & Dental,PaediatricS,
950,Medical & Dental,CAMHS,
951,Medical & Dental,Obs & Gynae,
952,Medical & Dental,ENT (Head & Neck Surgery),Doctor - Other
953,Medical & Dental,Medical- Inpatient Services,Consultant
954,Medical & Dental,Extensivist,
955,Medical & Dental,Rotations,
956,Medical & Dental,Paediatric oncology,
957,Medical & Dental,DEPARTMENT OF /GENERAL SURGERY/UROLOGY/ORTHOPAEDICS and MEDICINE,Foundation Doctor
958,Medical & Dental,Learning Disability,Consultant
959,Medical & Dental,General Internal Medicine,
960,Medical & Dental,General Internal Medicine,Specialty Registrar
961,Medical & Dental,Orthodontistry,Consultant
962,Medical & Dental,HIV,
963,Medical & Dental,Buckinghamshire Mental Health,Consultant
964,Medical & Dental,obstetrics,Consultant
965,Medical & Dental,Maxillofacial,Specialty Doctor
966,Medical & Dental,Geriatric Medicine/Movement Disorder,Consultant
967,Medical & Dental,Medical Education,
968,Medical & Dental,Women and Children,
969,Medical & Dental,Care of the Elderly,Doctor - Other
970,Medical & Dental,Inpatient Rehabilitation,
971,Medical & Dental,Paediatric Emergency,Doctor - Other
972,Medical & Dental,Rosa Parks ward,Specialty Doctor
973,Medical & Dental,Forensic Directorate,3
974,Medical & Dental,Diabetes and Endocrinology,
975,Medical & Dental,Psychiatry - Acute Care Group,Consultant
976,Medical & Dental,Breast Surgery,Doctor - Other
977,Medical & Dental,Division of Medical and Surgical Neurosciences,
978,Medical & Dental,Various,Doctor - Other
979,Medical & Dental,Locum Consultant Gastroenterologist,Doctor - Other
980,Medical & Dental,COMMUNITY PAEDIATRICS - Audiology,
981,Medical & Dental,interest in Myeloid Disorders,
982,Medical & Dental,GP-Operations Centre,
983,Medical & Dental,T&O Lower Limb,Specialty Registrar
984,Medical & Dental,Anaesthesia and Pain Management,Specialty Registrar
985,Medical & Dental,Out of hours,
986,Medical & Dental,Urgent & Emergency Care,Specialty Doctor
987,Medical & Dental,General Pratice/Medical Centre,
988,Medical & Dental,Elderly Care Medicine,Consultant
989,Medical & Dental,Acute Psychiatry – Inpatients,Consultant
990,Medical & Dental,Geriatrics,Doctor - Other
991,Medical & Dental,Medical Imaging,Consultant
992,Medical & Dental,Surgical,Consultant
993,Medical & Dental,Trauma & Orthopaedic,Specialty Registrar
994,Medical & Dental,ST3+ Vascular,
995,Medical & Dental,Gastrointestinal Pathology,Consultant
996,Medical & Dental,Old Age Psychiatry,Specialty Doctor
997,Medical & Dental,Locum Consultant,Consultant
998,Medical & Dental,Elderly Care,Specialty Registrar
999,Medical & Dental,Trust wide Opportunities,Specialty Doctor
1000,Medical & Dental,Medicine for Older People,Consultant
1001,Medical & Dental,Oral & Maxillofacial,
1002,Medical & Dental,OMFS,
1003,Medical & Dental,Mircobiology,Consultant
1004,Medical & Dental,General Adult - Acute Inpatient,Specialty Doctor
1005,Medical & Dental,Neuro-oncology Oncologist,Consultant
1006,Medical & Dental,Clinical Research - Public Health,Consultant
1007,Medical & Dental,Access and Affective Disorders Service,Consultant
1008,Medical & Dental,Accute Psychiatry - Inpatients and Crisis,Consultant
1009,Medical & Dental,International and Private,Consultant
1010,Medical & Dental,Medicine/ Care of the Elderly,
1011,Medical & Dental,Adult Mental Health Services - Knowsley,
1012,Medical & Dental,Neonatal Medicine,Doctor - Other
1013,Medical & Dental,AMH,Consultant
1014,Medical & Dental,Otology,Specialty Doctor
1015,Medical & Dental,Psychosis,Consultant
1016,Medical & Dental,Surgery and Trauma & Orthopaedics,
1017,Medical & Dental,Head and Neck - Orthodontics,Consultant
1018,Medical & Dental,Gastroenterology & Hepatology,
1019,Medical & Dental,Medical & Dental,
1020,Medical & Dental,Plastic Surgery,
1021,Medical & Dental,Breast Pathology,Consultant
1022,Medical & Dental,Oral Maxillofacial Surgery,Consultant
1023,Medical & Dental,UCL Institute of Ophthalmology,Doctor - Other
1024,Medical & Dental,Fellowship,7
1025,Medical & Dental,Clinical Microbiology,Consultant
1026,Medical & Dental,General and Vascular,
1027,Medical & Dental,Telephone Consultation,
1028,Medical & Dental,Integrated Urgent Care,
1029,Medical & Dental,Medical Microbiology,Consultant
1030,Medical & Dental,Clinical Teaching Fellow (Undergraduate Medical Students),
1031,Medical & Dental,Acute/ General Medicine & Specialist Interest,
1032,Medical & Dental,Women's and Children,
1033,Medical & Dental,Acute Adult Mental Health Services,Specialty Doctor
1034,Medical & Dental,Histopathology/Cellular Pathology,
1035,Medical & Dental,Vitreoretina,Consultant
1036,Medical & Dental,IPP,Consultant
1037,Medical & Dental,Clinical Radiology,Specialty Doctor
1038,Medical & Dental,Paediatric haematology,
1039,Medical & Dental,Neonates,
1040,Medical & Dental,Paediatric Infectious Disease and Immunology,
1041,Medical & Dental,Rheumatology,Specialty Registrar
1042,Medical & Dental,Breast/General Surgery,Doctor - Other
1043,Medical & Dental,Otolaryngology (ENT),
1044,Medical & Dental,Critical Care,Specialty Registrar
1045,Medical & Dental,Consultant Psychaitarist Forensic(LD/ASD ),Consultant
1046,Medical & Dental,Surgical Wards,6
1047,Medical & Dental,Perinatal Psychiatry,Consultant
1048,Medical & Dental,Vascular Surgery,
1049,Medical & Dental,Thoracic Surgery,Specialty Doctor
1050,Medical & Dental,Trauma & Orthopaedics with advanced Hand & Wrist specialty,
1051,Medical & Dental,Microbiology/Infectious Diseases,Consultant
1052,Medical & Dental,Palliative medicine,
1053,Medical & Dental,Medical and Surgical Specialities,Doctor - Other
1054,Medical & Dental,General Medical Services,Doctor - Other
1055,Medical & Dental,Clinical Immunology,Consultant
1056,Medical & Dental,Medical,Specialty Doctor
1057,Medical & Dental,Consultant Hepatologist,
1058,Medical & Dental,Specialist Registrar,
1059,Medical & Dental,CATS,Specialty Registrar
1060,Medical & Dental,Intensive Care,Specialty Registrar
1061,Medical & Dental,Workforce Support and Development,
1062,Medical & Dental,Endocrinology,
1063,Medical & Dental,Paediatric,
1064,Medical & Dental,General Surgey,
1065,Medical & Dental,Forensic Psychiatry,Specialty Doctor
1066,Medical & Dental,Perinatal & Paediatric Pathology,Consultant
1067,Medical & Dental,Gerontology/Frailty,
1068,Medical & Dental,Anaesthesia,Doctor - Other
1069,Medical & Dental,General Medicine/Geriatrics,
1070,Medical & Dental,St John's Hospice,Specialty Doctor
1071,Medical & Dental,Uropathology,Consultant
1072,Medical & Dental,Elderly,Consultant
1073,Medical & Dental,Acute & Specialist Medicine,Doctor - Other
1074,Medical & Dental,Research and Development,
1075,Medical & Dental,Neurologist,Consultant
1076,Medical & Dental,Clinical Neurophysiology,Consultant
1077,Medical & Dental,CAMHS Child and Adolescent Mental Health Services,Specialty Doctor
1078,Medical & Dental,Various Specialties,Foundation Doctor
1079,Medical & Dental,Head & Neck (ENT),
1080,Medical & Dental,General Pratice,
1081,Medical & Dental,Paediatric Orthopaedics,
1082,Medical & Dental,"Surgery, HDU and T&O",Specialty Registrar
1083,Medical & Dental,Adult Mental health,Consultant
1084,Medical & Dental,Specialty Doctor Stroke,Specialty Doctor
1085,Medical & Dental,Haematology with a specialist interest in Haemato-Oncology,Consultant
1086,Medical & Dental,Endoscopy,Doctor - Other
1087,Medical & Dental,Consultant in Anaesthetics (Neurosurgery and Trauma),Consultant
1088,Medical & Dental,Clinical Oncology - Proton Therapy,Doctor - Other
1089,Medical & Dental,Liver Transplant and HPB Surgery,
1090,Medical & Dental,Emergency Medicine (A&E),Doctor - Other
1091,Medical & Dental,TRAUMA & ORTHOPAEDIC SURGERY,Specialty Registrar
1092,Medical & Dental,Thoracic Medicine,
1093,Medical & Dental,HIV,Specialty Registrar
1094,Medical & Dental,General practice,
1095,Medical & Dental,Consultant Interventional Radiologist,Consultant
1096,Medical & Dental,Community Care,
1097,Medical & Dental,T&O / General Surgery / Plastics / Neurosurgery / ITU / A&E,Doctor - Other
1098,Medical & Dental,"Imaging informatics, Information and Business Intelligence",
1099,Medical & Dental,ophthalmology,Consultant
1100,Medical & Dental,Medicine and Urgent Care,Consultant
1101,Medical & Dental,Clinical Haematology,Consultant
1102,Medical & Dental,Acute Medicine,Specialty Registrar
1103,Medical & Dental,Emergenct Department,Specialty Registrar
1104,Medical & Dental,Short Stay (Acute Medicine),
1105,Medical & Dental,Medicine for the Elderly,
1106,Medical & Dental,Trauma,Consultant
1107,Medical & Dental,Specialist & Planned Care,Doctor - Other
1108,Medical & Dental,Medical,Doctor - Other
1109,Medical & Dental,"Families, Young People and Children's Services",Consultant
1110,Medical & Dental,Rotation,Foundation Doctor
1111,Medical & Dental,Oral & Maxillofacial Surgery,Consultant
1112,Medical & Dental,Sexual and Reproductive Health,
1113,Medical & Dental,GP out of hours,
1114,Medical & Dental,Electrophysiology,Doctor - Other
1115,Medical & Dental,Vascular Interventional Radiology,Consultant
1116,Medical & Dental,Mother and Baby Unit,Specialty Doctor
1117,Medical & Dental,Nutrition and Lifestyles,
1118,Medical & Dental,"Women, Children & Sexual Health",Doctor - Other
1119,Medical & Dental,H26350,Specialty Registrar
1120,Medical & Dental,Operations and Images,Specialty Registrar
1121,Medical & Dental,Corporate,
1122,Medical & Dental,Plastics Surgery,
1123,Medical & Dental,Trauma & Orthopaedics/Plastic Surgery,
1124,Medical & Dental,"HPB, Liver Transplantation Surgery and Multi-organ retrieval",Doctor - Other
1125,Medical & Dental,Palliative Care,Specialty Doctor
1126,Medical & Dental,UCP,
1127,Medical & Dental,Dermatology,Specialty Doctor
1128,Medical & Dental,Looked After Children,Specialty Doctor
1129,Medical & Dental,Cardiothoracic ITU,Foundation Doctor
1130,Medical & Dental,Paediatric ENT,Specialty Registrar
1131,Medical & Dental,Tuberous Sclerosis,Specialty Doctor
1132,Medical & Dental,Adnexal,Doctor - Other
1133,Medical & Dental,Cardiac Surgery,Specialty Registrar
1134,Medical & Dental,Clincial Radiology,
1135,Medical & Dental,Primary & Integrated Urgent Care,
1136,Medical & Dental,Maxillofacial and Orthodontics,
1137,Medical & Dental,Critical Care Consultant,
1138,Medical & Dental,General Adult,Specialty Doctor
1139,Medical & Dental,Older Persons Mental Health,
1140,Medical & Dental,IPP,Specialty Registrar
1141,Medical & Dental,Women’s Health,
1142,Medical & Dental,Orthopaedic,Consultant
1143,Medical & Dental,Ear Nose and Throat (ENT),Consultant
1144,Medical & Dental,Brent Community Mental Health Team,Consultant
1145,Medical & Dental,Gastroenterologist,Specialty Doctor
1146,Medical & Dental,Peripheral Nerve Injury Unit,
1147,Medical & Dental,Histopathology - Cellular and Molecular Pathology,
1148,Medical & Dental,CAMHS - Child and Adholescent Mental Health Services,Consultant
1149,Medical & Dental,Inherited Cardiovascular Disease,Doctor - Other
1150,Medical & Dental,"Psychiatrist in Old Age, Nottingham",Specialty Doctor
1151,Medical & Dental,Orthodontics (Mersey),
1152,Medical & Dental,Paediatric Dermatology & Genodermatoses,Doctor - Other
1153,Medical & Dental,Medical Services,Specialty Doctor
1154,Medical & Dental,Colorectal Surgery,Specialty Doctor
1155,Medical & Dental,Darzi Fellow,Doctor - Other
1156,Medical & Dental,Gender Identity Service,Consultant
1157,Medical & Dental,General Practice (GP),
1158,Medical & Dental,Trainee Breast Clinician,
1159,Medical & Dental,Medical,Specialty Registrar
1160,Medical & Dental,Maxillofacial,
1161,Medical & Dental,Critical Care Medicine,
1162,Medical & Dental,Colorectal Surgery or Breast Surgery,
1163,Medical & Dental,,2
1164,Medical & Dental,Clinical Support & Screening Services Division,
1165,Medical & Dental,Doctor,
1166,Medical & Dental,Acute Medicine & Respiratory,
1167,Medical & Dental,Breast & Melanoma,Consultant
1168,Medical & Dental,Learning Disability Services,Consultant
1169,Medical & Dental,Emergency & Urgent care,Doctor - Other
1170,Medical & Dental,Occupational Health,Consultant
1171,Medical & Dental,General Medicine with Gastroenterology,Specialty Registrar
1172,Medical & Dental,End of Life Care,
1173,Medical & Dental,Clinical Assessment Unit,Specialty Doctor
1174,Medical & Dental,Extended Access,
1175,Medical & Dental,Surgery and Anaesthetics,Foundation Doctor
1176,Medical & Dental,Adult Acute Care and Old Age Psychiatry,
1177,Medical & Dental,Clinical Haematologist,Specialty Registrar
1178,Medical & Dental,Consultant Haematologist,Specialty Registrar
1179,Medical & Dental,Renal Medicine,Doctor - Other
1180,Medical & Dental,Intensive Care Medicine,
1181,Medical & Dental,Acute Oncology,
1182,Medical & Dental,Postgraduate Education/Medicine,Specialty Registrar
1183,Medical & Dental,Breast Radiology,
1184,Medical & Dental,"Psychiatry, Learning Disability",Specialty Doctor
1185,Medical & Dental,GUM,Specialty Registrar
1186,Medical & Dental,Adult Critical Care Unit,Doctor - Other
1187,Medical & Dental,Specialist Surgery,Specialty Doctor
1188,Medical & Dental,Mental health and Cardiovascular,
1189,Medical & Dental,Cancer Care,
1190,Medical & Dental,General and Acute Medicine,
1191,Medical & Dental,Anesthetics/Pain,Consultant
1192,Medical & Dental,Haematology/Oncology,Consultant
1193,Medical & Dental,Immunology & Allergy,Consultant
1194,Medical & Dental,"Emergency Medicine, Intensive Care Medicine and Acute Medicine",Doctor - Other
1195,Medical & Dental,Trauma and Orthopaedics,Specialty Registrar
1196,Medical & Dental,SDHC/UCC,
1197,Medical & Dental,Psychiatrist,Consultant
1198,Medical & Dental,Clinical Fellow - Gastroenterology,Doctor - Other
1199,Medical & Dental,Colorectal,Doctor - Other
1200,Medical & Dental,Endocrinology & Diabetes,Doctor - Other
1201,Medical & Dental,Mental Health,Consultant
1202,Medical & Dental,"Anaesthesia, Intensive Care Medicine and Pain Services",Specialty Doctor
1203,Medical & Dental,Special Interest in Lung Cancer with Stereotactic Radiotherapy,Consultant
1204,Medical & Dental,Psychiatry ST1/ST2,Specialty Doctor
1205,Medical & Dental,Neonatal Medicine / Neonatal Transport,Consultant
1206,Medical & Dental,Adult,Consultant
1207,Medical & Dental,Medicine for Older People,Specialty Doctor
1208,Medical & Dental,Stroke Medicine,Foundation Doctor
1209,Medical & Dental,Peel House Medical Practice,
1210,Medical & Dental,Anaesthetic with obstretrics,Consultant
1211,Medical & Dental,Transformation,Consultant
1212,Medical & Dental,Psychiatry RAID,Consultant
1213,Medical & Dental,Acute Medicine (EAU) with ED Inreach,Specialty Registrar
1214,Medical & Dental,Paediatric Allergy,Specialty Registrar
1215,Medical & Dental,Oral and Maxillofacial Surgery,
1216,Medical & Dental,CARDIOLOGY,Consultant
1217,Medical & Dental,Acute/General Medicine,Specialty Registrar
1218,Medical & Dental,Gynae-oncology,Consultant
1219,Medical & Dental,Community Treatment Team,
1220,Medical & Dental,Hepatology & Liver Disorders,
1221,Medical & Dental,Urgent & Emergency Care,Specialty Registrar
1222,Medical & Dental,Trust Grade Doctor,Specialty Registrar
1223,Medical & Dental,Community Learning Disability Service,
1224,Medical & Dental,Oral and Maxillofacial Surgery,Doctor - Other
1225,Medical & Dental,Internsive Care Medicine,Specialty Registrar
1226,Medical & Dental,General Medicine and Endocrinology,Foundation Doctor
1227,Medical & Dental,Anaesthsia,
1228,Medical & Dental,Histopathologist / Cellular pathologist,Consultant
1229,Medical & Dental,Trauma & orthopaedics,Consultant
1230,Medical & Dental,Intensive Care Medicine and Anaesthesia,
1231,Medical & Dental,Medical Centre,
1232,Medical & Dental,Adult Mental Health Community Services,
1233,Medical & Dental,"Working Age Adults, Medical",Consultant
1234,Medical & Dental,Heamatologist,Consultant
1235,Medical & Dental,Allergy,
1236,Medical & Dental,Cardiovascular (Vascular Surgery),Specialty Doctor
1237,Medical & Dental,Medical - Clinical Lead,
1238,Medical & Dental,Specialty Doctor in Gastroenterology,
1239,Medical & Dental,TBC,
1240,Medical & Dental,Trust Doctor,Doctor - Other
1241,Medical & Dental,Medical Care,Specialty Doctor
1242,Medical & Dental,Diabetic Medicine,Specialty Registrar
1243,Medical & Dental,Emergency medicine,Consultant
1244,Medical & Dental,Respiratory,Specialty Doctor
1245,Medical & Dental,Locum Consultant in Obstetrics & Gynaecology,Consultant
1246,Medical & Dental,GERIATRIC MEDICINE,Consultant
1247,Medical & Dental,Specialist and Planned Care,Doctor - Other
1248,Medical & Dental,Simulation / Medical Education,Doctor - Other
1249,Medical & Dental,Head and Neck,Doctor - Other
1250,Medical & Dental,Sexual Health and Women's Health,Consultant
1251,Medical & Dental,Renal,Specialty Registrar
1252,Medical & Dental,Medical Retina,
1253,Medical & Dental,"Body, Bones and Mind",Specialty Registrar
1254,Medical & Dental,Speciality Doctor,Specialty Doctor
1255,Medical & Dental,ORTHODONTICS,Specialty Doctor
1256,Medical & Dental,Gastroenterology,Specialty Doctor
1257,Medical & Dental,Community Dental Services,5
1258,Medical & Dental,Histopathology / Pathology,Consultant
1259,Medical & Dental,Clinical Diagnostic and Support Services,
1260,Medical & Dental,Obstertics & Gynaecology,Consultant
1261,Medical & Dental,Adult Mental Health,Specialty Doctor
1262,Medical & Dental,Clinical Practioner,8a
1263,Medical & Dental,Surgical Specialties,Doctor - Other
1264,Medical & Dental,Medical Specialties,Doctor - Other
1265,Medical & Dental,Psychiatry - Psycho -Oncology,Doctor - Other
1266,Medical & Dental,Upper Gastrointestinal Surgery,Consultant
1267,Medical & Dental,Clinical Fellow (CT1/2),
1268,Medical & Dental,Palliative care,Doctor - Other
1269,Medical & Dental,Surgery and Anaesthetics,Consultant
1270,Medical & Dental,Heart Division,Consultant
1271,Medical & Dental,Neuro Rehabilitation Medicine,Doctor - Other
1272,Medical & Dental,Peripheral Nerve Surgery,Consultant
1273,Medical & Dental,Radiology / Interventional Radiology,
1274,Medical & Dental,Medical Examiner,Consultant
1275,Medical & Dental,Toxicology and Emergency Medicine,Specialty Registrar
1276,Medical & Dental,Medical Education,Doctor - Other
1277,Medical & Dental,Senior House Officer,
1278,Medical & Dental,Ortho-Geriatrics,Doctor - Other
1279,Medical & Dental,Theatres & Anaesthetics,Consultant
1280,Medical & Dental,Palliative Medicine,Specialty Registrar
1281,Medical & Dental,Glaucoma,Consultant
1282,Medical & Dental,Orthopaedics,Foundation Doctor
1283,Medical & Dental,Community Dental Services,4
1284,Medical & Dental,Emergency Paediatric Medicine,
1285,Medical & Dental,Surgery and Anaesthetics,Doctor - Other
1286,Medical & Dental,Rheumatology & General Medicine,Consultant
1287,Medical & Dental,Immunology and Allergy,
1288,Medical & Dental,ENT / Orthopaedics,
1289,Medical & Dental,Surgical and Outpatients Divison,Consultant
1290,Medical & Dental,,8a
1291,Medical & Dental,Trustwide,
1292,Medical & Dental,Rotational,Foundation Doctor
1293,Medical & Dental,Physiotherapy,6
1294,Medical & Dental,Liaison Psychiatry,Specialty Registrar
1295,Medical & Dental,"Medical,Skin & Cutaneous Lymphoma Services",Consultant
1296,Medical & Dental,Acute medicine,Specialty Registrar
1297,Medical & Dental,Obstetrics and Gynaecology,Consultant
1298,Medical & Dental,Paediatric Endocrinology/Diabetes,Consultant
1299,Medical & Dental,Leeds Cancer Centre,Doctor - Other
1300,Medical & Dental,General Adult Community,
1301,Medical & Dental,"Bones, Body and Mind",Specialty Registrar
1302,Medical & Dental,Locum Consultant Geriatrics,
1303,Medical & Dental,Paediatric Haematology- Oncology,
1304,Medical & Dental,General Practice and/or care of the Elderly,
1305,Medical & Dental,Regional Hyper-acute Rehabilitation Unit,Specialty Doctor
1306,Medical & Dental,General and Specialist Medicine,Consultant
1307,Medical & Dental,Elderly Medicine,Doctor - Other
1308,Medical & Dental,Hepatobiliary Surgery,Specialty Registrar
1309,Medical & Dental,,9
1310,Medical & Dental,Mental Health,7
1311,Medical & Dental,Obstetrics and Gynaecology,Specialty Registrar
1312,Medical & Dental,Elderly Care,Specialty Doctor
1313,Medical & Dental,Clinical Specialties Division,Consultant
1314,Medical & Dental,T&O,Specialty Registrar
1315,Medical & Dental,"Rotating: ACCS - A&E / ITU / CDU / Cardiology ... CMT: General Medicine / Respiratory, Haematology, Oncology, A&E",Doctor - Other
1316,Medical & Dental,Rotational post,Doctor - Other
1317,Medical & Dental,Paediatric Mental Health Team,Consultant
1318,Medical & Dental,Gastro,
1319,Medical & Dental,Vascular Surgery,Specialty Registrar
1320,Medical & Dental,Acute/General Medicine,Specialty Doctor
1321,Medical & Dental,Musculoskeletal,Specialty Registrar
1322,Medical & Dental,Paediatric BMT,
1323,Medical & Dental,Paediatric Bone Marrow Transplant,
1324,Medical & Dental,Urgent Care & Medicine Division,Doctor - Other
1325,Medical & Dental,Medicine and urgent Care,Specialty Doctor
1326,Medical & Dental,Trauma & Orthopaedics - Foot & Ankle,Doctor - Other
1327,Medical & Dental,Learning Disability,Specialty Doctor
1328,Medical & Dental,Psychiatry - Acute,
1329,Medical & Dental,"Bones, Body and Mind",Consultant
1330,Medical & Dental,Surgical Specialties,
1331,Medical & Dental,General Surgery & Cancer,Doctor - Other
1332,Medical & Dental,COLORECTAL,
1333,Medical & Dental,Clinical Biochemistry,
1334,Medical & Dental,Brent CAMHS,Consultant
1335,Medical & Dental,Speciality Doctor in Elderly Care,
1336,Medical & Dental,Surgical Oncology,Consultant
1337,Medical & Dental,Psychiatry - Community,
1338,Medical & Dental,Primary Care Consultants (Salaried GPs),
1339,Medical & Dental,Obs & Gynae,Consultant
1340,Medical & Dental,Cardiothoracic Surgery,Consultant
1341,Medical & Dental,Substance Misuse Psychiatry,Consultant
1342,Medical & Dental,Palliative Care - Children,
1343,Medical & Dental,Infectious Diseases,Doctor - Other
1344,Medical & Dental,"HIV,GUM",
1345,Medical & Dental,Medical & Clinical Oncology,Consultant
1346,Medical & Dental,Paediatric Medicine,Consultant
1347,Medical & Dental,Medicine and Urgent Care,Doctor - Other
1348,Medical & Dental,Old Age Liaison Psychiatry,Consultant
1349,Medical & Dental,(Uro-Oncology),
1350,Medical & Dental,Salaried GP,Doctor - Other
1351,Medical & Dental,Children & Families,Specialty Doctor
1352,Medical & Dental,Peadiatric Medical Education,Specialty Registrar
1353,Medical & Dental,Orthopaedic Surgery,Specialty Registrar
1354,Medical & Dental,Adult Psychiatry - Warrington,
1355,Medical & Dental,Joint Reconstruction Unit,
1356,Medical & Dental,Renal Surgery,Doctor - Other
1357,Medical & Dental,Medicine for the Elderly,Doctor - Other
1358,Medical & Dental,Community Health Services,Consultant
1359,Medical & Dental,Clinical Research Network,
1360,Medical & Dental,CAS division,Specialty Registrar
1361,Medical & Dental,Clinical Specialties Division,Specialty Doctor
1362,Medical & Dental,Geriatric Medicine,Specialty Registrar
1363,Medical & Dental,Neuroendocrine tumours,
1364,Medical & Dental,Microbiology,Doctor - Other
1365,Medical & Dental,Care of the Elderly Medicine,Doctor - Other
1366,Medical & Dental,Locum Consultant in Palliative Medicine,Consultant
1367,Medical & Dental,Paediatric Cystic Fibrosis,Doctor - Other
1368,Medical & Dental,Stoke/ Elderley Care,
1369,Medical & Dental,Liaison Psychiatry,Specialty Doctor
1370,Medical & Dental,"Pathology, Histopathology",Specialty Doctor
1371,Medical & Dental,Oxfordshire Mental Health,Consultant
1372,Medical & Dental,Supporting the clinical team,
1373,Medical & Dental,"Pathology, Microbiology",Specialty Doctor
1374,Medical & Dental,oncology,Specialty Doctor
1375,Medical & Dental,Neonatal Intensive Care,
1376,Medical & Dental,Oncological Imaging,Consultant
1377,Medical & Dental,Clinical Lead,
1378,Medical & Dental,Renal Medicine,
1379,Medical & Dental,UGI Surgery,
1380,Medical & Dental,Integrated Medicine,Doctor - Other
1381,Medical & Dental,Consultant Gastroenterology,Consultant
1382,Medical & Dental,with a special interest in Lower Limb & Revision Arthroplasty,Consultant
1383,Medical & Dental,Anaesthesia & Critical Care,
1384,Medical & Dental,Emergency Care,
1385,Medical & Dental,Acute Med/Medicine/ED/Paeds/ENT/ICM/T&O,Doctor - Other
1386,Medical & Dental,Medical Oncology,Specialty Registrar
1387,Medical & Dental,Paediatric Emergency Medicine,Specialty Doctor
1388,Medical & Dental,Clinical Oncology,Doctor - Other
1389,Medical & Dental,Lavender Walk Adolescent Unit,Consultant
1390,Medical & Dental,Primary care,
1391,Medical & Dental,Paediatric Bone Marrow Transplantation,
1392,Medical & Dental,Women's Health,Specialty Registrar
1393,Medical & Dental,Colorectal Surgery / General Surgery,Doctor - Other
1394,Medical & Dental,Community Mental Health Services,Specialty Doctor
1395,Medical & Dental,Acute Medicine / Infectious diseases,
1396,Medical & Dental,Wellcome Trust CRF,
1397,Medical & Dental,Liver HPB Surgery,
1398,Medical & Dental,Vascular,Consultant
1399,Medical & Dental,Anaesthetic,Doctor - Other
1400,Medical & Dental,Surgery - Breast,Specialty Doctor
1401,Medical & Dental,Emergency Medicine,Foundation Doctor
1402,Medical & Dental,"Surgery, T&O, Medicine, Emergency",
1403,Medical & Dental,ophthalmology,
1404,Medical & Dental,Gynaecology Oncology,Specialty Registrar
1405,Medical & Dental,East Wandsworth CMHT,
1406,Medical & Dental,Colorectal and General Surgery,
1407,Medical & Dental,SWLSTG CYP Community Eating Disorders Service & Wisteria,
1408,Medical & Dental,"Pharmacy, Imaging and Therapies",Consultant
1409,Medical & Dental,PALLIATIVE MEDICINE,
1410,Medical & Dental,Various Specialties,Doctor - Other
1411,Medical & Dental,T&O,Doctor - Other
1412,Medical & Dental,Consultant child & adolescent psychiatrist in paediatric liaison,
1413,Medical & Dental,Critical Care,Specialty Doctor
1414,Medical & Dental,Sexual Health,
1415,Medical & Dental,Kirkley Mill Surgery,
1416,Medical & Dental,Primary Care and Population Sciences,Specialty Doctor
1417,Medical & Dental,Thoracic Medicine,Specialty Registrar
1418,Medical & Dental,Children's Learning Disability Team,Consultant
1419,Medical & Dental,Wiltshire Mental Health,Consultant
1420,Medical & Dental,Older Persons Consultant Psychiatrist,Consultant
1421,Medical & Dental,Oral and Maxillofacial Surgery,Consultant
1422,Medical & Dental,IInterventional Radiology,Consultant
1423,Medical & Dental,Anaesthesia and Critical Care,Consultant
1424,Medical & Dental,Medical Oncology,Specialty Doctor
1425,Medical & Dental,Unscheduled Care,
1426,Medical & Dental,Plastics Surgery,Specialty Doctor
1427,Medical & Dental,Bio Chemistry,
1428,Medical & Dental,Obstetrics and gynaecology,
1429,Medical & Dental,ENT - Ear Nose and Throat,
1430,Medical & Dental,Operations,Foundation Doctor
1431,Medical & Dental,Old Age Liason RAID,Consultant
1432,Medical & Dental,EAU,Consultant
1433,Medical & Dental,Forensic Mental Health,Consultant
1434,Medical & Dental,Consultant Neurologist with an interest in Pain Medicine,Consultant
1435,Medical & Dental,Tropical Diseases,Consultant
1436,Medical & Dental,Cancer Services,Consultant
1437,Medical & Dental,Consultant in Acute Medicine/ Diabetes and Endocrinology,Consultant
1438,Medical & Dental,Palliative medicine,Specialty Registrar
1439,Medical & Dental,T&O,Specialty Doctor
1440,Medical & Dental,GP General Practtioner,
1441,Medical & Dental,HIV/Sexual Health & Dermatology,Consultant
1442,Medical & Dental,Care of the Elderly,Specialty Registrar
1443,Medical & Dental,Genitourinary Medicine/Sexual and Reproductive Health,Consultant
1444,Medical & Dental,Consultant Rheumatologist,Consultant
1445,Medical & Dental,Geriatrician,Consultant
1446,Medical & Dental,Anaesthesia Burns and Plastics,
1447,Medical & Dental,Collingham Child and Family Centre,Consultant
1448,Medical & Dental,Paediatrics and Neonates,Doctor - Other
1449,Medical & Dental,Surgery and Anaesthetics,Specialty Doctor
1450,Medical & Dental,Surgery & Anaesthetics,Consultant
1451,Medical & Dental,Haemophilia,
1452,Medical & Dental,Obstetrics,
1453,Medical & Dental,Paediatric Plastic Surgery,Consultant
1454,Medical & Dental,Care of the Elderly,Foundation Doctor
