occupation_id,category,specialty,nhs_band
3855,Medical & Dental,ENT,Foundation Doctor
3856,Medical & Dental,ENT/Planned Care Division,
3857,Medical & Dental,Haematology/Oncology,Foundation Doctor
3858,Medical & Dental,IUCS,
3859,Medical & Dental,Locum Consultant in Paediatric Cardiology,
3860,Medical & Dental,Surgery & Cancer Division,Doctor - Other
3861,Medical & Dental,"Urology, Surgery",Consultant
3862,Medical & Dental,Surgey and Anaesthetics,Doctor - Other
3863,Medical & Dental,Paediatric Endocrinology and Diabetes,
3864,Medical & Dental,Medical Oncologist specialising in Uro-Oncology,
3865,Medical & Dental,Psychiatry & Sleep Medicine,Consultant
3866,Medical & Dental,Networked Services,Specialty Doctor
3867,Medical & Dental,Allergy,Specialty Doctor
3868,Medical & Dental,Haematology / Endocrinology,Doctor - Other
3869,Medical & Dental,Endocrinology and Diabetes,Doctor - Other
3870,Medical & Dental,Clinical Pharmacology,Consultant
3871,Medical & Dental,Clinical Oncologist specialising in Uro-Oncology,
3872,Medical & Dental,Acute Medical Unit (AMU),
3873,Medical & Dental,Obstetrics and Fetal Maternal Medicine,Consultant
3874,Medical & Dental,"Women, Children and Sexual Health",Consultant
3875,Medical & Dental,Neuro intensive care and neuro anaesthesia,
3876,Medical & Dental,Neuro anaesthesia,
3877,Medical & Dental,Vascualr,
3878,Medical & Dental,Infectious Diseases and General Internal Medicine,Doctor - Other
3879,Medical & Dental,Emergency and General Surgery,
3880,Medical & Dental,RNTNE - ENT Services,
3881,Medical & Dental,CATS,
3882,Medical & Dental,Nephrology/ Neuro,
3883,Medical & Dental,Head and Neck Directorate,Specialty Doctor
3884,Medical & Dental,Urologist,
3885,Medical & Dental,OLDER ADULT PSYCHIATRY,
3886,Medical & Dental,GP with Special Interest in Dermatology,
3887,Medical & Dental,"Liver disease,Pre & Post Liver Transplant surgery.",Consultant
3888,Medical & Dental,JRU/Sarcoma,
3889,Medical & Dental,Locum Consultant in Anaesthetics,Consultant
3890,Medical & Dental,"Women, Children and Sexual Health",
3891,Medical & Dental,Ophthalmology and Cataract,
3892,Medical & Dental,Critical Care Consultant,Consultant
3893,Medical & Dental,Gynaeoncology,Doctor - Other
3894,Medical & Dental,Women's Services,Specialty Registrar
3895,Medical & Dental,Social Prescribing,Doctor - Other
3896,Medical & Dental,Sight and Sound,
3897,Medical & Dental,iCaSH Cambridge,Consultant
3898,Medical & Dental,Endoscopy,Consultant
3899,Medical & Dental,Paediatric Sleep Service,Consultant
3900,Medical & Dental,Locum GP,
3901,Medical & Dental,Orthodontist,Consultant
3902,Medical & Dental,General Adult Psychiatry (Inpatient),Specialty Doctor
3903,Medical & Dental,Full time,Specialty Registrar
3904,Medical & Dental,Infection & Immunity,Consultant
3905,Medical & Dental,ICU/Emergency Medicine,Doctor - Other
3906,Medical & Dental,Consultant psychiatrist in Adult Attention Deficit Hyperactivity Disorder (ADHD) service,
3907,Medical & Dental,Anaesthetics / General Medicine,
3908,Medical & Dental,St Catherine's Hospice/Palliative Care,
3909,Medical & Dental,CMHT,Specialty Registrar
3910,Medical & Dental,Head and Neck Surgery,Specialty Registrar
3911,Medical & Dental,Consultant Emergency Medicine,Consultant
3912,Medical & Dental,"Plastic Surgery, Craniofacial Surgery",Consultant
3913,Medical & Dental,Cancer,
3914,Medical & Dental,ophthalmology,Doctor - Other
3915,Medical & Dental,HAEMATOPATHOLOGIST,Consultant
3916,Medical & Dental,Peritoneal Fellow,Doctor - Other
3917,Medical & Dental,Subspecialty in Gastrointestinal Surgery,Consultant
3918,Medical & Dental,TEMS Fellow,Doctor - Other
3919,Medical & Dental,Chemical Pathology & Acute Medicine,Doctor - Other
3920,Medical & Dental,Chemical Pathology & Diab/Endo,Doctor - Other
3921,Medical & Dental,Working Age Adults - Liaison Services,Consultant
3922,Medical & Dental,Gynaecology and Oncogenetics,Specialty Doctor
3923,Medical & Dental,KSS Child and Adolescent Psychiatry,
3924,Medical & Dental,Community Pediatrics,
3925,Medical & Dental,South Tees CCG,8a
3926,Medical & Dental,Urology Medical Staff,
3927,Medical & Dental,GP General Practice,
3928,Medical & Dental,Renal Transplantation,
3929,Medical & Dental,Urgent Care Centre,Specialty Doctor
3930,Medical & Dental,Locum Consultant in Otolaryngology,Consultant
3931,Medical & Dental,Neonatal Locum Consultant,Consultant
3932,Medical & Dental,Clinical Research Network,Consultant
3933,Medical & Dental,With a Specialist Interest in Lower GISurgery,Consultant
3934,Medical & Dental,Paediatric Intensive Care Unit,
3935,Medical & Dental,Endourology,Specialty Doctor
3936,Medical & Dental,"Haematology, Family Health",Specialty Doctor
3937,Medical & Dental,MT04,
3938,Medical & Dental,Endoscopy,Specialty Doctor
3939,Medical & Dental,Colorectal and Emergency General Surgery,Consultant
3940,Medical & Dental,General Adult Psychiatry - Warrington,
3941,Medical & Dental,General Practitioners,
3942,Medical & Dental,Sexual and Reproductive Health Care,Consultant
3943,Medical & Dental,Consultant Ophthalmologist special interest in Paediatric Ophthalmology,Doctor - Other
3944,Medical & Dental,Plastic surgery,Specialty Registrar
3945,Medical & Dental,Older People,Specialty Doctor
3946,Medical & Dental,Older Adult Liaison,Specialty Doctor
3947,Medical & Dental,Health Care Assistant,
3948,Medical & Dental,Clinical,Consultant
3949,Medical & Dental,Bariatric Surgery and Emergency General Surgery,
3950,Medical & Dental,Centres & Regions,8d
3951,Medical & Dental,anaesthetics,Consultant
3952,Medical & Dental,Core Medical Training,
3953,Medical & Dental,Interventional/Clinical Radiology,
3954,Medical & Dental,Diabetic Foot,Specialty Registrar
3955,Medical & Dental,Anaesthesia and Critical Care Ultrasound,
3956,Medical & Dental,Pallliative Medicine,Consultant
3957,Medical & Dental,Psychiatry - Community and Recovery,Consultant
3958,Medical & Dental,Paediatric Critical Care,Doctor - Other
3959,Medical & Dental,Specialist and Planned Care,Specialty Registrar
3960,Medical & Dental,Forensic,Consultant
3961,Medical & Dental,Consultant in Respiratory Medicine,Consultant
3962,Medical & Dental,Long Term Conditions,Specialty Registrar
3963,Medical & Dental,General Surgery & Cancer,
3964,Medical & Dental,General Intensive Care,Doctor - Other
3965,Medical & Dental,Network Division,Doctor - Other
3966,Medical & Dental,Forensics,
3967,Medical & Dental,GU medicine 56 Dean street,
3968,Medical & Dental,Trauma and orthopaedics,
3969,Medical & Dental,"Consultant Cardiologist, GHH",Consultant
3970,Medical & Dental,Vascular/General Surgery,Doctor - Other
3971,Medical & Dental,General Medicine - with specialist interst,Specialty Registrar
3972,Medical & Dental,Research and Development,Specialty Doctor
3973,Medical & Dental,Knee surgery,
3974,Medical & Dental,Audiovestibular Medicine,Consultant
3975,Medical & Dental,Digital Improvement,Specialty Registrar
3976,Medical & Dental,Community Recovery Team,
3977,Medical & Dental,Urgent & Emergency Medicine CBU,Consultant
3978,Medical & Dental,Diabetes & Endocrine,Specialty Registrar
3979,Medical & Dental,The Heart Centre,Consultant
3980,Medical & Dental,Occupational Health Medicine,
3981,Medical & Dental,BEHCETS,
3982,Medical & Dental,Partner,
3983,Medical & Dental,Critical Care Unit,Doctor - Other
3984,Medical & Dental,"Palliative Medicine,",
3985,Medical & Dental,Acute Adult Medicine,
3986,Medical & Dental,Specialty Doctor General Community Medicine,
3987,Medical & Dental,Prescriber,
3988,Medical & Dental,Critical Support Service,
3989,Medical & Dental,Enhanced Team 1 and 2,Specialty Doctor
3990,Medical & Dental,Fforestfach Medical Centre - Bensusan,
3991,Medical & Dental,Pont Newydd Medical Centre,
3992,Medical & Dental,Adult Cystic Fibrosis,Consultant
3993,Medical & Dental,Post Graduate & Undergraduate Centre,Specialty Registrar
3994,Medical & Dental,Consultant Physician,Consultant
3995,Medical & Dental,"Body, Bone and Mind",
3996,Medical & Dental,Geris,
3997,Medical & Dental,intensive care medicine,Doctor - Other
3998,Medical & Dental,CMS,
3999,Medical & Dental,Psychological Medicine (Psychiatry),
4000,Medical & Dental,ELDERLY CARE,
4001,Medical & Dental,UPPER GI Surgery,Specialty Registrar
4002,Medical & Dental,"Diagnostics, Therapies & Pharmacy",
4003,Medical & Dental,Acute oncology,
4004,Medical & Dental,Palliative care,
4005,Medical & Dental,Trauma & Orthopaedics.,Consultant
4006,Medical & Dental,First Contact Physiotherapy (FCP) Musculoskeletal Service,6
4007,Medical & Dental,Planned Care,Consultant
4008,Medical & Dental,General Medical Specialities,Doctor - Other
4009,Medical & Dental,Neuro Ophthalmology,Consultant
4010,Medical & Dental,Renal and Acute Medicine,Consultant
4011,Medical & Dental,Paediatric Hepatology/Gastro,Doctor - Other
4012,Medical & Dental,Otorhinolaryngology,Doctor - Other
4013,Medical & Dental,Child Development and Neurodisability Service,Specialty Registrar
4014,Medical & Dental,Histopathlogy,Consultant
4015,Medical & Dental,Haemotology and Cardiology,
4016,Medical & Dental,Gen Surg (F1 Level),Foundation Doctor
4017,Medical & Dental,Surgical Specialties,Consultant
4018,Medical & Dental,Healthcare Assistants,
4019,Medical & Dental,Obs and Gynae,Specialty Doctor
4020,Medical & Dental,Population Health,6
4021,Medical & Dental,Reproductive Medicine,Consultant
4022,Medical & Dental,Clinical Fellow ST3+ General Surgery,Doctor - Other
4023,Medical & Dental,GU Medicine and HIV,Consultant
4024,Medical & Dental,Psychiatry - Child & Adolescent,
4025,Medical & Dental,Orthopaedic Trauma & Surgery,
4026,Medical & Dental,Cardiac Intensive Care,Specialty Registrar
4027,Medical & Dental,Psychiatry – Child & Adolescent,
4028,Medical & Dental,CARDIOLOGY,Specialty Registrar
4029,Medical & Dental,Paediatric HIV and Adolescent Transition Care,Consultant
4030,Medical & Dental,Queen Square - Stroke Unit,
4031,Medical & Dental,OTOLARYNGOLOGY,
4032,Medical & Dental,RESPIRATORY MEDICINE,Consultant
4033,Medical & Dental,"Elderly Care, Geriatric and General Medicine",Specialty Registrar
4034,Medical & Dental,Acute Adult Inpatient Care,Consultant
4035,Medical & Dental,Peadiatrics,Specialty Registrar
4036,Medical & Dental,Renal Transplant,Specialty Registrar
4037,Medical & Dental,Obstectrics and Gynaecology,Consultant
4038,Medical & Dental,Diabetes,Specialty Registrar
4039,Medical & Dental,Consultant Orthopaedic Foot and Ankle Surgeon,
4040,Medical & Dental,Acute/General Medicine,Consultant
4041,Medical & Dental,Surgical Services & Cancer,
4042,Medical & Dental,Surgery/Trauma & Orthopaedics/Medicine,Foundation Doctor
4043,Medical & Dental,Imaging Department,Consultant
4044,Medical & Dental,Community Sexual and Reproductive Health,Consultant
4045,Medical & Dental,Breast Services,Specialty Registrar
4046,Medical & Dental,General Medicine-Respiratory,Consultant
4047,Medical & Dental,Neurodisability,Consultant
4048,Medical & Dental,The Park Surgery,
4049,Medical & Dental,Medicine & Urgent,Consultant
4050,Medical & Dental,Ophthamology,Consultant
4051,Medical & Dental,Microbiology & Infection,Consultant
4052,Medical & Dental,Women's & Children,
4053,Medical & Dental,"CAMHS General Adolescent Service, CAMHS Psychiatric Intensive Care Service (PICU) and CAMHS Specialist Eating Disorders Services",Specialty Doctor
4054,Medical & Dental,Salaried GP - Primary Care Services,
4055,Medical & Dental,Vasular Surgery,
4056,Medical & Dental,Specialist Services and Surgery,
4057,Medical & Dental,Specialist Hospitals Board,
4058,Medical & Dental,Medicine and Urgent Care,Specialty Doctor
4059,Medical & Dental,Cardithoracic Imaging,Doctor - Other
4060,Medical & Dental,Breast Imaging,Doctor - Other
4061,Medical & Dental,Crtical Care,Specialty Registrar
4062,Medical & Dental,Pharmacy,8d
4063,Medical & Dental,PRUH Ophthalmology Med Staff,Specialty Doctor
4064,Medical & Dental,Child & Adolescent Mental Health,
4065,Medical & Dental,Oral Medicine,Doctor - Other
4066,Medical & Dental,Paediatric Emergency,Specialty Registrar
4067,Medical & Dental,Allergy & Immunology,Consultant
4068,Medical & Dental,Various,Specialty Doctor
4069,Medical & Dental,Radiology,2
4070,Medical & Dental,Regional Anaesthesia,
4071,Medical & Dental,Cancer Genetics,Specialty Registrar
4072,Medical & Dental,Specialty Doctor - Psychiatry (CESR development post),Specialty Doctor
4073,Medical & Dental,Specialty Doctor in Haematology,
4074,Medical & Dental,Psychological Medicine (Psychiatry),Consultant
4075,Medical & Dental,General & Trauma Surgery,
4076,Medical & Dental,Cardiothoracic,Specialty Registrar
4077,Medical & Dental,Cardio-Thoracic Surgery,Consultant
4078,Medical & Dental,TASCC,Consultant
4079,Medical & Dental,Clinical Fellow (ST3 + Level) in Reproductive Medicine,Doctor - Other
4080,Medical & Dental,Executive Office,
4081,Medical & Dental,CONNECT: The West Yorkshire and Harrogate Adult Eating Disorders Service,
4082,Medical & Dental,Cardiothoracic Anaesthetics,Consultant
4083,Medical & Dental,Urology & Andrology,
4084,Medical & Dental,Major Trauma,Consultant
4085,Medical & Dental,Cystic Fibrosis,Consultant
4086,Medical & Dental,INTENSIVIST,Specialty Doctor
4087,Medical & Dental,Clinical Oncology - Gynaecology,
4088,Medical & Dental,Research Theme - Dementia,Specialty Registrar
4089,Medical & Dental,Infectious Diseases & OPAT,
4090,Medical & Dental,Consultant in palliative medicine,
4091,Medical & Dental,Primary Care & Community,Doctor - Other
4092,Medical & Dental,Brain,
4093,Medical & Dental,General and Sepcialist Medicine,Doctor - Other
4094,Medical & Dental,Consultant O&G - Fertility and Colposcopy,Consultant
4095,Medical & Dental,consultant,
4096,Medical & Dental,Consultant - O&G - Fetal Medicine,Consultant
4097,Medical & Dental,Surgery - Head and Neck,Doctor - Other
4098,Medical & Dental,Ophthalomology,
4099,Medical & Dental,Endocrine and Transplant Surgery,Specialty Registrar
4100,Medical & Dental,Department of Neurosurgery,Specialty Doctor
4101,Medical & Dental,Severe Asthma- Respiratory Medicine,Specialty Registrar
4102,Medical & Dental,Ashfield Surgery,
4103,Medical & Dental,Sexual Health and HIV Medicine,
4104,Medical & Dental,Hand and Upper Limb Surgery,Specialty Registrar
4105,Medical & Dental,CAMHS Psychiatry,Consultant
4106,Medical & Dental,Cardio Resp,
4107,Medical & Dental,GP Performance,
4108,Medical & Dental,West,Doctor - Other
4109,Medical & Dental,West Community Treatment Team,Consultant
4110,Medical & Dental,ED & HEMS,Consultant
4111,Medical & Dental,Paediatric Critical Care,8a
4112,Medical & Dental,Older Peoples Liaison,Consultant
4113,Medical & Dental,Interventional Cardiac Electrophysiology and Complex Pacing,Specialty Registrar
4114,Medical & Dental,General & Colorectal Surgery,
4115,Medical & Dental,Speciality Doctor ST5+,7
4116,Medical & Dental,Senior House Officer,7
4117,Medical & Dental,Consultant,8b
4118,Medical & Dental,Pyschiatry,
4119,Medical & Dental,Specialist Registrar,7
4120,Medical & Dental,CAMHS Psychiatry,
4121,Medical & Dental,Haematology & Oncology,
4122,Medical & Dental,Richmond Older People Cmht,
4123,Medical & Dental,Ophthalmology Medical Staff,Consultant
4124,Medical & Dental,Transplant,Doctor - Other
4125,Medical & Dental,YC73,Consultant
4126,Medical & Dental,Rhinology,Foundation Doctor
4127,Medical & Dental,Robotic Thoracic Surgery,Doctor - Other
4128,Medical & Dental,Acute Medecine,Specialty Registrar
4129,Medical & Dental,Surgical Specialties,Specialty Registrar
4130,Medical & Dental,Hand & Wrist Surgery,
4131,Medical & Dental,Psychiatry - Early Intervention Service,Consultant
4132,Medical & Dental,Cardiology Research,Foundation Doctor
4133,Medical & Dental,Musculo Skeletal Imaging,
4134,Medical & Dental,Locum Consultant Physician in Elderly Care Services,Consultant
4135,Medical & Dental,-,Consultant
4136,Medical & Dental,Children & Young Peoples Service,Specialty Doctor
4137,Medical & Dental,Ear Nose & Throat,Consultant
4138,Medical & Dental,CAMHS Tier 3 Merton,
4139,Medical & Dental,Anaesthetics & Critical Care,Specialty Doctor
4140,Medical & Dental,Perioperative & Periprocedural TOE,Specialty Registrar
4141,Medical & Dental,Anaesthesia West Core,
4142,Medical & Dental,East Lancashire,
4143,Medical & Dental,Care of Older People - Medicine,Specialty Doctor
4144,Medical & Dental,Locum Consultant in Gynaecology,
4145,Medical & Dental,Office of the Medical Directors,Consultant
4146,Medical & Dental,Secure Inpatient Services,Specialty Doctor
4147,Medical & Dental,Sarcoma Surgery,Doctor - Other
4148,Medical & Dental,General Dental Practitioner,
4149,Medical & Dental,A & E Helicopter Service,Doctor - Other
4150,Medical & Dental,General Medicine,7
4151,Medical & Dental,Surgical specialties at UHB sites,Doctor - Other
4152,Medical & Dental,General Surgery with interest in Benign Upper GI,
4153,Medical & Dental,Later Life Coastal IDT,Specialty Doctor
4154,Medical & Dental,Surgical Training,
4155,Medical & Dental,Interventional Neuroradiologist,Consultant
4156,Medical & Dental,Training Programme Director Clinical Oncology,
4157,Medical & Dental,Vascular Surgery TPD,
4158,Medical & Dental,F1,
4159,Medical & Dental,Childrens Health Services,Consultant
4160,Medical & Dental,North Community Assessment & Recovery Service (CARS),Specialty Doctor
4161,Medical & Dental,Worcester City Inpatient Unit,Doctor - Other
4162,Medical & Dental,SARC Services,
4163,Medical & Dental,Haematology/Gastroenterology/Diabetes,Specialty Registrar
4164,Medical & Dental,Gastroenterologist,Consultant
4165,Medical & Dental,Cardiothoracics,Consultant
4166,Medical & Dental,Medical Virology,Doctor - Other
4167,Medical & Dental,Public and Community Health,
4168,Medical & Dental,Plastic & Reconstructive Surgery,Consultant
4169,Medical & Dental,Paediatrics (Community),Specialty Doctor
4170,Medical & Dental,Maternal & Fetal Medecine,
4171,Medical & Dental,Neuro-Oncology,Specialty Doctor
4172,Medical & Dental,YC72,
4173,Medical & Dental,General paediatric,Specialty Registrar
4174,Medical & Dental,Adult Critical Care,Specialty Registrar
4175,Medical & Dental,Ealing Service for Children with Additional Needs,Consultant
4176,Medical & Dental,Anaesthetic Department,Consultant
4177,Medical & Dental,Ear Nose & Throat,Specialty Doctor
4178,Medical & Dental,General Psychiatry/Inpatient,Consultant
4179,Medical & Dental,Medical Education - O&G,
4180,Medical & Dental,Infectious Disease and Microbiology,Consultant
4181,Medical & Dental,Vascular Surgery,Foundation Doctor
4182,Medical & Dental,Infection Sciences (Medical Microbiology),
4183,Medical & Dental,Acute Oncology and Lung Cancer,Specialty Doctor
4184,Medical & Dental,ORTHOPAEDICS,Consultant
4185,Medical & Dental,Specialist Surgery Clinical Business Unit,Consultant
4186,Medical & Dental,Sexual Health and HIV Services,Doctor - Other
4187,Medical & Dental,Sexual Reproductive Health,Doctor - Other
4188,Medical & Dental,Imaging,Doctor - Other
4189,Medical & Dental,UGI,Specialty Doctor
4190,Medical & Dental,Critical Care/Intensive Care,Specialty Registrar
4191,Medical & Dental,Sexual Health & HIV Services,Doctor - Other
4192,Medical & Dental,Pain Medicine,
4193,Medical & Dental,Colorectal & Peritoneal Malignancy,Doctor - Other
4194,Medical & Dental,Lung,Specialty Doctor
4195,Medical & Dental,Various Departments,
4196,Medical & Dental,Macmillan GP Lead,Specialty Doctor
4197,Medical & Dental,Specialist Nursing Home,
4198,Medical & Dental,Garrow House Tier 4 Personality Disorder Service,
4199,Medical & Dental,Adult Psychiatrist (Rehab and CMHT),Consultant
4200,Medical & Dental,Ocular Plastics,
4201,Medical & Dental,Research and Development (Renal),
4202,Medical & Dental,Clinical Delivery Division,Consultant
4203,Medical & Dental,Cellular Pathology,Specialty Doctor
4204,Medical & Dental,HPB Surgery,Consultant
4205,Medical & Dental,Andrology,
4206,Medical & Dental,ANA Medical Staff,Consultant
4207,Medical & Dental,Community Psychiatry,Consultant
4208,Medical & Dental,Department of Orthopaedics - Trustwide,Specialty Registrar
4209,Medical & Dental,Hepatobiliary,Doctor - Other
4210,Medical & Dental,SHO,
4211,Medical & Dental,Selby Hospital,Foundation Doctor
4212,Medical & Dental,Neonatal Intensive Care,Specialty Registrar
4213,Medical & Dental,POPS - Ageing and Health,Specialty Registrar
4214,Medical & Dental,Behavioural and Developmental Sevice,7
4215,Medical & Dental,Haemostasis,
4216,Medical & Dental,Audiovestibular Consultant,Consultant
4217,Medical & Dental,Cardiothoracic Anaesthesia and Intensive Care,Consultant
4218,Medical & Dental,Management,
4219,Medical & Dental,Ophthalmolology,Doctor - Other
4220,Medical & Dental,Community Recovery Team,Consultant
4221,Medical & Dental,Orthogeriatrician,Consultant
4222,Medical & Dental,"Inpatient, Rehabilitation and Crisis",Doctor - Other
4223,Medical & Dental,Paediatric respiratory,
4224,Medical & Dental,Medical Care CBU,Consultant
4225,Medical & Dental,Clinical Fellow Paedoatric Gastroenterology,Specialty Registrar
4226,Medical & Dental,Pancreatic Surgery,Consultant
4227,Medical & Dental,Adult Mental Health,7
4228,Medical & Dental,Sexual and Reproductive Health,Specialty Doctor
4229,Medical & Dental,HIV and GU Medicine,Specialty Doctor
4230,Medical & Dental,Emergency Medicine/Care of the Elderly/ENT,Specialty Registrar
4231,Medical & Dental,CYPS,7
4232,Medical & Dental,General Practice (Doctor),
4233,Medical & Dental,Spinal surgery,Specialty Doctor
4234,Medical & Dental,"Upper GI (OG), Laparoscopic and General Surgery",Doctor - Other
4235,Medical & Dental,Networked Services Division,Consultant
4236,Medical & Dental,Urology Department,Consultant
4237,Medical & Dental,Maxillofacial Surgery,Specialty Doctor
4238,Medical & Dental,Paediatric Department,Consultant
4239,Medical & Dental,Geriatric and Acute,
4240,Medical & Dental,General,7
4241,Medical & Dental,Paediatric Neuromuscular Medicine,
4242,Medical & Dental,Clinical oncology,
4243,Medical & Dental,Women's & Children's,Consultant
4244,Medical & Dental,Urgent Care & Intermediate Care,
4245,Medical & Dental,Oncology/ Clinical Haematology,Doctor - Other
4246,Medical & Dental,Paediatric Emergency Department,
4247,Medical & Dental,Pancreas,Doctor - Other
4248,Medical & Dental,Endocrinology & Diabetes,Specialty Registrar
4249,Medical & Dental,"General Medicine, Gastroenterology",Doctor - Other
4250,Medical & Dental,Substance Misuse,Specialty Doctor
4251,Medical & Dental,Rotational Cardiology/Respiratory,Doctor - Other
4252,Medical & Dental,any medical background will be considered,
4253,Medical & Dental,Urology & Stones,
4254,Medical & Dental,Women & Childrens,Specialty Registrar
4255,Medical & Dental,Histopathology Fellow,Specialty Doctor
4256,Medical & Dental,Senior House Officer,8b
4257,Medical & Dental,Acute Care Psychiatry,Consultant
4258,Medical & Dental,General Practicec,
4259,Medical & Dental,HTLV,
4260,Medical & Dental,Trust Senior House Officer,7
4261,Medical & Dental,Gastroenterology/Hepatology,Consultant
4262,Medical & Dental,Gyneacology and Obstetrics,Specialty Registrar
4263,Medical & Dental,Consultant,8c
4264,Medical & Dental,Clinical Fellow,
4265,Medical & Dental,Women's & Children,Specialty Doctor
4266,Medical & Dental,General Genetics,Consultant
4267,Medical & Dental,Gereatrics,Specialty Registrar
4268,Medical & Dental,Westminster Forensic Community Team,
4269,Medical & Dental,Paediatric Emergency Medicine (RCPCH),Consultant
4270,Medical & Dental,Elderly Medicine/Rehabilitation,Specialty Doctor
4271,Medical & Dental,Ortho Geriatrics,Foundation Doctor
4272,Medical & Dental,dermatology,Consultant
4273,Medical & Dental,RLHH Management,
4274,Medical & Dental,NHNN,
4275,Medical & Dental,"Medical Education, Psychiatry",Specialty Registrar
4276,Medical & Dental,genitourinary medicine,Specialty Doctor
4277,Medical & Dental,Substance Misuse,Doctor - Other
4278,Medical & Dental,C.O.E. Medical Acute,Consultant
4279,Medical & Dental,Locum Trauma Consultant,Consultant
4280,Medical & Dental,Consultant Urologist,Consultant
4281,Medical & Dental,Microbiology & Infectious Diseases,Consultant
4282,Medical & Dental,Liver Transplant Surgery,Specialty Registrar
4283,Medical & Dental,ENT Department,Specialty Registrar
4284,Medical & Dental,GUM and HIV,
4285,Medical & Dental,Paediatric Infectious Disease,Consultant
4286,Medical & Dental,International GP Recruitment Training Programme,
4287,Medical & Dental,PAEDIATRICS,Consultant
4288,Medical & Dental,Specialty Trust Registrar ST3+ in Gastroenterology,Doctor - Other
4289,Medical & Dental,Specialist Surgery - Urology,Specialty Registrar
4290,Medical & Dental,General Radiology,Consultant
4291,Medical & Dental,Women & Children's,Consultant
4292,Medical & Dental,Electrophysiology,
4293,Medical & Dental,Accident & Emergency,Consultant
4294,Medical & Dental,Older Adult Psychiatry: Memory Service,Specialty Doctor
4295,Medical & Dental,Renal Transplant,Specialty Doctor
4296,Medical & Dental,Macmillan GP Lead,Doctor - Other
4297,Medical & Dental,UGI Surgery,Specialty Registrar
4298,Medical & Dental,Critical Care & Anaesthetics,Doctor - Other
4299,Medical & Dental,Brig Royd Surgery,
4300,Medical & Dental,Neuro and Orthopaedic Spinal Surgeons,
4301,Medical & Dental,Clinical Gerontology,Specialty Doctor
4302,Medical & Dental,Opthamology,Specialty Doctor
4303,Medical & Dental,HIV Medicine and Sexual Health,Consultant
4304,Medical & Dental,Consultant in Histopathology,Consultant
4305,Medical & Dental,Core Urology/Prostate Surgery,Consultant
4306,Medical & Dental,Stroke /Geriatric Medicine/Neurology,Consultant
4307,Medical & Dental,Clinical Lead - General Practice,
4308,Medical & Dental,Opthtalmology,Specialty Doctor
4309,Medical & Dental,Consultant General Surgeon based at Furness General Hospital,
4310,Medical & Dental,Restorative Dentistry,Foundation Doctor
4311,Medical & Dental,Medicine for the Elderly/ Research,
4312,Medical & Dental,psychiatry,
4313,Medical & Dental,Cardio-thoracic Surgery,Doctor - Other
4314,Medical & Dental,Urgent & Emergency Care,Doctor - Other
4315,Medical & Dental,Consultant Psychiatraist in Psychosexual Medicine & Therapy,Consultant
4316,Medical & Dental,Trauma & Orthopaedics Surgery,Specialty Registrar
4317,Medical & Dental,Medical Microbiology,Specialty Registrar
4318,Medical & Dental,Surgical Services,Specialty Registrar
4319,Medical & Dental,Burns & Plastics,Specialty Doctor
4320,Medical & Dental,Salford Early Intervention,6
4321,Medical & Dental,Medicine Directorate,
4322,Medical & Dental,Medicine Management,Consultant
4323,Medical & Dental,Obstetrics,8b
4324,Medical & Dental,Trauma Surgery,Specialty Registrar
4325,Medical & Dental,Chest,Consultant
4326,Medical & Dental,Core Psychiatry,
4327,Medical & Dental,Plastics,Specialty Registrar
4328,Medical & Dental,Training Programme Director – OFMS,
4329,Medical & Dental,Paediatric Hepatology,Consultant
4330,Medical & Dental,AQP,
4331,Medical & Dental,Consultant Neuro Anaesthetist,Consultant
4332,Medical & Dental,Training Programme Director – Ophthalmology,
4333,Medical & Dental,Surgical Services,
4334,Medical & Dental,Community CAMHS,Consultant
4335,Medical & Dental,Acute Medicine / General Internal Medicine,
4336,Medical & Dental,Transgender Services,Consultant
4337,Medical & Dental,Obstectrics & Gynaecology,
4338,Medical & Dental,Rehabilitation and Elderly Care,Specialty Doctor
4339,Medical & Dental,Urgent Care Group,Consultant
4340,Medical & Dental,Interventional Radiology,Specialty Registrar
4341,Medical & Dental,Transplantation,Consultant
4342,Medical & Dental,Specialty Registrar in Emergency Medicine,
4343,Medical & Dental,Acute Mental Health Services,
4344,Medical & Dental,"Cardiology and Gastroenterology, with the potential of other medical specialities",7
4345,Medical & Dental,Locum Consultant in Emergency Medicine,
4346,Medical & Dental,Research O&G,
4347,Medical & Dental,Clinical Skills & Simulation,Specialty Registrar
4348,Medical & Dental,,8c
4349,Medical & Dental,CAHMS,
4350,Medical & Dental,Specialist & Planned,
4351,Medical & Dental,Diagnostic Neuropathology,Specialty Registrar
4352,Medical & Dental,Locum PICU Consultant with HDU Interest,Consultant
4353,Medical & Dental,ONCOPLASTIC BREAST SURGERY,Consultant
4354,Medical & Dental,Specialty Doctor in Emergency Medicine,Specialty Doctor
4355,Medical & Dental,Specialist Surgery,Specialty Registrar
4356,Medical & Dental,Doctors,
4357,Medical & Dental,Consultant Trauma and Orthopaedics Upper Limb Surgery,Doctor - Other
4358,Medical & Dental,Sugery,Specialty Registrar
4359,Medical & Dental,Locum Consultant-Upper GI,Consultant
4360,Medical & Dental,Oral Pathology,Specialty Doctor
4361,Medical & Dental,Diagnostic Neuropathology,Specialty Doctor
4362,Medical & Dental,Public Health Medicine,Specialty Registrar
