salary_id,minimum_salary,maximum_salary,salary_type,pay_band
1,,,,
2,31217.0,49086.0,YEAR,Doctor - Other
3,77913.0,105042.0,YEAR,Consultant
4,31217.0,49086.0,YEAR,
5,47123.0,47123.0,YEAR,
6,89537.0,89537.0,YEAR,
7,31219.0,49087.0,YEAR,
8,,,,Doctor - Other
9,39060.0,72840.0,YEAR,Specialty Doctor
10,31217.0,49086.0,YEAR,Specialty Registrar
11,41222.0,75002.0,YEAR,
12,37923.0,70718.0,YEAR,
13,29213.0,33034.0,YEAR,Foundation Doctor
14,37191.0,37191.0,YEAR,
15,31217.0,41300.0,YEAR,Doctor - Other
16,47132.0,47132.0,YEAR,Foundation Doctor
17,29213.0,33034.0,YEAR,Doctor - Other
18,52306.0,60983.0,YEAR,8b
19,30302.0,47647.0,YEAR,
20,75881.0,98515.0,YEAR,Consultant
21,31127.0,31127.0,YEAR,
22,31127.0,48086.0,YEAR,
23,110000.0,110000.0,YEAR,
24,77913.0,105042.0,YEAR,
25,5043.0,6724.0,YEAR,Doctor - Other
26,65000.0,70000.0,YEAR,
27,6724.0,6724.0,YEAR,Specialty Registrar
28,13520.0,16900.0,YEAR,
29,100860.0,142885.0,YEAR,
30,47132.0,47132.0,YEAR,Specialty Registrar
31,47132.0,47132.0,YEAR,Doctor - Other
32,1681.0,5043.0,YEAR,Specialty Registrar
33,45507.0,84861.0,YEAR,Doctor - Other
34,105000.0,105000.0,YEAR,
35,,,,Consultant
36,37191.0,37191.0,YEAR,Doctor - Other
37,19331.0,19331.0,YEAR,
38,37191.0,37191.0,YEAR,Specialty Registrar
39,85000.0,85000.0,YEAR,Specialty Doctor
40,45507.0,84861.0,YEAR,Specialty Doctor
41,80075.0,107204.0,YEAR,Consultant
42,31217.0,41300.0,YEAR,Specialty Registrar
43,33222.0,43041.0,YEAR,7
44,31931.0,48123.0,YEAR,Doctor - Other
45,18900.0,18900.0,YEAR,
46,39060.0,72840.0,YEAR,
47,37408.0,49086.0,YEAR,
48,8405.0,8405.0,YEAR,
49,37191.0,47132.0,YEAR,Specialty Registrar
50,37547.0,70018.0,YEAR,
51,96104.0,96104.0,YEAR,
52,39060.0,72840.0,YEAR,Specialty Registrar
53,29213.0,33034.0,YEAR,
54,77913.0,105043.0,YEAR,Consultant
55,31217.0,49086.0,YEAR,Foundation Doctor
56,69068.0,82051.0,YEAR,
57,76001.0,96819.0,YEAR,
58,31217.0,41300.0,YEAR,
59,39060.0,90147.0,YEAR,
60,31127.0,49086.0,YEAR,Doctor - Other
61,31422.0,31422.0,YEAR,
62,76761.0,103490.0,YEAR,
63,9250.0,9250.0,YEAR,Doctor - Other
64,37191.0,47132.0,YEAR,Specialty Doctor
65,35441.0,35441.0,YEAR,
66,85500.0,101736.0,YEAR,
67,79130.0,105042.0,YEAR,Consultant
68,10000.0,10000.0,YEAR,
69,37923.0,70718.0,YEAR,Specialty Doctor
70,31422.0,37191.0,YEAR,Doctor - Other
71,85000.0,85000.0,YEAR,
72,75881.0,98515.0,YEAR,
73,47132.0,47132.0,YEAR,
74,22125.0,22125.0,YEAR,
75,39251.0,73195.0,YEAR,Specialty Doctor
76,200.0,200.0,YEAR,Doctor - Other
77,52422.0,72840.0,YEAR,Specialty Doctor
78,77914.0,105042.0,YEAR,Consultant
79,31422.0,47132.0,YEAR,Foundation Doctor
80,37191.0,37191.0,YEAR,Foundation Doctor
81,9345.0,9345.0,YEAR,8b
82,67240.0,67240.0,YEAR,
83,33127.0,35795.0,YEAR,Specialty Registrar
84,13448.0,13448.0,YEAR,
85,39251.0,73195.0,YEAR,
86,51000.0,51000.0,YEAR,Specialty Doctor
87,37191.0,47132.0,YEAR,
88,125000.0,156000.0,YEAR,
89,36461.0,46208.0,YEAR,Specialty Registrar
90,50430.0,50430.0,YEAR,
91,36461.0,46208.0,YEAR,
92,54764.0,90147.0,YEAR,Doctor - Other
93,,,,Foundation Doctor
94,140000.0,140000.0,YEAR,Doctor - Other
95,31124.0,40675.0,YEAR,
96,73964.0,117670.0,YEAR,
97,9280.0,9280.0,YEAR,Doctor - Other
98,50000.0,50000.0,YEAR,Doctor - Other
99,42000.0,42000.0,YEAR,
100,90000.0,102000.0,YEAR,
101,39353.0,39353.0,YEAR,
102,16419.0,18895.0,YEAR,
103,,,,Specialty Doctor
104,49294.0,49294.0,YEAR,
105,31219.0,49087.0,YEAR,Specialty Registrar
106,150.0,200.0,YEAR,
107,140000.0,140000.0,YEAR,Consultant
108,6724.0,6724.0,YEAR,Doctor - Other
109,39060.0,52422.0,YEAR,Specialty Doctor
110,35795.0,49086.0,YEAR,Specialty Registrar
111,31422.0,37191.0,YEAR,Foundation Doctor
112,15129.0,15129.0,YEAR,
113,31422.0,31422.0,YEAR,Foundation Doctor
114,37191.0,49086.0,YEAR,Doctor - Other
115,64000.0,80000.0,YEAR,
116,40500.0,40500.0,YEAR,7
117,33127.0,49086.0,YEAR,
118,32569.0,49086.0,YEAR,
119,80000.0,85000.0,YEAR,
120,31271.0,37408.0,YEAR,Specialty Doctor
121,5043.0,5043.0,YEAR,
122,48466.0,48466.0,YEAR,
123,30605.0,48123.0,YEAR,Doctor - Other
124,87198.0,87198.0,YEAR,Consultant
125,1681.0,1681.0,YEAR,Consultant
126,42500.0,46000.0,YEAR,
127,87003.0,90147.0,YEAR,
128,70206.0,105042.0,YEAR,8d
129,31124.0,40675.0,YEAR,Doctor - Other
130,34528.0,34528.0,YEAR,
131,76761.0,103490.0,YEAR,Consultant
132,98515.0,98515.0,YEAR,Consultant
133,77913.0,105042.0,YEAR,Doctor - Other
134,77913.0,77913.0,YEAR,Consultant
135,14238.0,14238.0,YEAR,Consultant
136,30605.0,40491.0,YEAR,Doctor - Other
137,37408.0,49086.0,YEAR,Doctor - Other
138,2162.0,47132.0,YEAR,
139,16272.0,16272.0,YEAR,
140,33127.0,58598.0,YEAR,
141,31217.0,35795.0,YEAR,
142,31271.0,49086.0,YEAR,
143,41300.0,49086.0,YEAR,Specialty Registrar
144,57655.0,87003.0,YEAR,Specialty Doctor
145,50500.0,68680.0,YEAR,Doctor - Other
146,31422.0,37191.0,YEAR,
147,80075.0,107204.0,YEAR,
148,48703.0,73720.0,YEAR,
149,23553.0,26493.0,YEAR,Foundation Doctor
150,31124.0,49086.0,YEAR,Specialty Registrar
151,11000.0,11000.0,YEAR,
152,110380.0,110380.0,YEAR,
153,31217.0,39354.0,YEAR,Specialty Registrar
154,14288.0,14288.0,YEAR,
155,36461.0,36461.0,YEAR,Specialty Registrar
156,50500.0,50500.0,YEAR,Doctor - Other
157,37923.0,70708.0,YEAR,Specialty Doctor
158,57000.0,57000.0,YEAR,
159,1299.0,1299.0,YEAR,Doctor - Other
160,31217.0,35795.0,YEAR,Specialty Registrar
161,37923.0,37923.0,YEAR,Specialty Doctor
162,37191.0,47132.0,YEAR,Doctor - Other
163,31127.0,41300.0,YEAR,
164,77913.0,105842.0,YEAR,
165,58787.0,88710.0,YEAR,
166,98515.0,98515.0,YEAR,
167,30911.0,48605.0,YEAR,
168,10500.0,10500.0,YEAR,
169,77913.0,105402.0,YEAR,
170,121.0,121.0,YEAR,
171,323.0,323.0,YEAR,
172,57655.0,87003.0,YEAR,
173,31219.0,41301.0,YEAR,Doctor - Other
174,23553.0,26494.0,YEAR,
175,64712.0,64712.0,YEAR,Doctor - Other
176,13716.0,17146.0,YEAR,
177,87003.0,87003.0,YEAR,
178,250.0,250.0,YEAR,Doctor - Other
179,10000.0,11000.0,YEAR,
180,9000.0,9000.0,YEAR,
181,90000.0,90000.0,YEAR,Consultant
182,39060.0,39060.0,YEAR,Specialty Doctor
183,33000.0,39000.0,YEAR,
184,31217.0,49086.0,YEAR,Specialty Doctor
185,6724.0,6724.0,YEAR,
186,5043.0,5043.0,YEAR,Specialty Registrar
187,9100.0,9400.0,YEAR,
188,30605.0,48123.0,YEAR,
189,12664.0,13979.0,YEAR,
190,38623.0,38623.0,YEAR,
191,15129.0,15129.0,YEAR,2
192,31422.0,37191.0,YEAR,Specialty Registrar
193,16053.0,16053.0,YEAR,
194,8000.0,8000.0,YEAR,
195,33584.0,33584.0,YEAR,
196,31219.0,49087.0,YEAR,Doctor - Other
197,31217.0,41300.0,YEAR,Foundation Doctor
198,47132.0,47132.0,YEAR,Specialty Doctor
199,74393.0,96583.0,YEAR,Consultant
200,32569.0,49086.0,YEAR,Specialty Registrar
201,10500.0,90000.0,YEAR,
202,31219.0,41301.0,YEAR,
203,54764.0,90147.0,YEAR,
204,36461.0,46208.0,YEAR,Doctor - Other
205,27146.0,47132.0,YEAR,Doctor - Other
206,16123.0,20711.0,YEAR,
207,80000.0,110000.0,YEAR,
208,23553.0,33127.0,YEAR,Doctor - Other
209,60704.0,78812.0,YEAR,Consultant
210,39060.0,72840.0,YEAR,Doctor - Other
211,56112.0,73629.0,YEAR,
212,46825.0,73629.0,YEAR,
213,78923.0,105650.0,YEAR,
214,15000.0,15000.0,YEAR,
215,22636.0,25461.0,YEAR,Foundation Doctor
216,1500.0,1500.0,YEAR,
217,40000.0,40000.0,YEAR,Doctor - Other
218,23553.0,33034.0,YEAR,Foundation Doctor
219,117670.0,168100.0,YEAR,
220,887.0,887.0,YEAR,
221,90000.0,100000.0,YEAR,
222,31422.0,31422.0,YEAR,Specialty Registrar
223,76001.0,102465.0,YEAR,Consultant
224,36461.0,36461.0,YEAR,Foundation Doctor
225,46208.0,46208.0,YEAR,Specialty Registrar
226,40000.0,40000.0,YEAR,Specialty Doctor
227,39354.0,49086.0,YEAR,Specialty Registrar
228,840.0,840.0,YEAR,
229,77919.0,105042.0,YEAR,
230,56525.0,110000.0,YEAR,Doctor - Other
231,33127.0,41300.0,YEAR,
232,37923.0,70718.0,YEAR,Specialty Registrar
233,1681.0,1681.0,YEAR,Specialty Doctor
234,132000.0,132000.0,YEAR,
235,29213.0,35795.0,YEAR,Specialty Registrar
236,30605.0,40491.0,YEAR,
237,33127.0,49086.0,YEAR,Doctor - Other
238,33266.0,49908.0,YEAR,
239,13801.0,13801.0,YEAR,
240,,,,Specialty Registrar
241,31216.0,49087.0,YEAR,Specialty Registrar
242,80000.0,80000.0,YEAR,Specialty Doctor
243,1392.0,1392.0,YEAR,
244,39060.0,62593.0,YEAR,Specialty Doctor
245,70000.0,85000.0,YEAR,
246,130000.0,130000.0,YEAR,Consultant
247,8450.0,8450.0,YEAR,
248,70000.0,90000.0,YEAR,Doctor - Other
249,40400.0,40400.0,YEAR,
250,9100.0,9100.0,YEAR,
251,87198.0,87198.0,YEAR,
252,77913.0,77913.0,YEAR,Specialty Registrar
253,75932.0,86942.0,YEAR,
254,47191.0,47191.0,YEAR,Specialty Registrar
255,58835.0,117670.0,YEAR,
256,55439.0,55439.0,YEAR,
257,95000.0,95000.0,YEAR,Doctor - Other
258,48096.0,312175.0,YEAR,Specialty Registrar
259,37923.0,70719.0,YEAR,Specialty Doctor
260,9000.0,95000.0,YEAR,
261,45803.0,45803.0,YEAR,
262,39250.0,73193.0,YEAR,
263,864.0,864.0,YEAR,
264,46227.0,46227.0,YEAR,
265,37191.0,37191.0,YEAR,Specialty Doctor
266,77193.0,105042.0,YEAR,Consultant
267,77513.0,105042.0,YEAR,Consultant
268,49087.0,316219.0,YEAR,Specialty Registrar
269,28050.0,36644.0,YEAR,6
270,85500.0,85500.0,YEAR,Doctor - Other
271,14288.0,15969.0,YEAR,
272,90000.0,120000.0,YEAR,
273,80800.0,80800.0,YEAR,
274,9500.0,9500.0,YEAR,
275,10000.0,80000.0,YEAR,
276,87000.0,87000.0,YEAR,
277,9658.0,9658.0,YEAR,
278,48069.0,74366.0,YEAR,Specialty Registrar
279,54073.0,54073.0,YEAR,Consultant
280,85488.0,85488.0,YEAR,
281,73659.0,79907.0,YEAR,
282,64000.0,85000.0,YEAR,
283,10000.0,10000.0,YEAR,Doctor - Other
284,27146.0,27146.0,YEAR,Foundation Doctor
285,37141.0,37141.0,YEAR,
286,87624.0,132285.0,YEAR,Consultant
287,98857.0,98857.0,YEAR,Doctor - Other
288,37217.0,43722.0,YEAR,
289,37217.0,49086.0,YEAR,Specialty Registrar
290,76000.0,101370.0,YEAR,Doctor - Other
291,87624.0,159455.0,YEAR,Consultant
292,87665.0,105042.0,YEAR,Consultant
293,8700.0,8700.0,YEAR,
294,78296.0,105560.0,YEAR,Consultant
295,29213.0,41300.0,YEAR,Doctor - Other
296,96900.0,96900.0,YEAR,
297,100000.0,100000.0,YEAR,
298,29213.0,35795.0,YEAR,Doctor - Other
299,47191.0,47191.0,YEAR,
300,35000.0,40000.0,YEAR,
301,120000.0,145000.0,YEAR,
302,72000.0,76760.0,YEAR,Consultant
303,31219.0,41301.0,YEAR,Specialty Registrar
304,32000.0,32000.0,YEAR,
305,26963.0,31121.0,YEAR,
306,46208.0,46208.0,YEAR,Doctor - Other
307,81000.0,81000.0,YEAR,
308,145000.0,145000.0,YEAR,
309,75000.0,80000.0,YEAR,
310,78521.0,105042.0,YEAR,Consultant
311,39060.0,59177.0,YEAR,Specialty Doctor
312,77791.0,105042.0,YEAR,
313,1681.0,3362.0,YEAR,Doctor - Other
314,77713.0,105042.0,YEAR,Consultant
315,72000.0,72000.0,YEAR,
316,52000.0,52000.0,YEAR,
317,75359.0,90420.0,YEAR,
318,113030.0,135639.0,YEAR,
319,60280.0,72333.0,YEAR,
320,28730.0,33729.0,YEAR,
321,94203.0,113030.0,YEAR,
322,141288.0,141288.0,YEAR,
323,54764.0,90147.0,YEAR,Specialty Doctor
324,100000.0,130000.0,YEAR,Consultant
325,90000.0,90000.0,YEAR,
326,8000.0,9500.0,YEAR,
327,142885.0,142885.0,YEAR,
328,73330.0,110658.0,YEAR,
329,31127.0,41300.0,YEAR,Doctor - Other
330,32950.0,32950.0,YEAR,
331,40400.0,40400.0,YEAR,Doctor - Other
332,13162.0,13162.0,YEAR,
333,140000.0,140000.0,YEAR,
334,30606.0,48124.0,YEAR,
335,30605.0,48123.0,YEAR,Specialty Registrar
336,64689.0,83855.0,YEAR,Consultant
337,726.0,726.0,YEAR,
338,8160.0,8160.0,YEAR,
339,10000.0,125000.0,YEAR,
340,60000.0,60000.0,YEAR,
341,9500.0,10000.0,YEAR,
342,5000.0,9500.0,YEAR,
343,5000.0,10000.0,YEAR,
344,12000.0,12000.0,YEAR,
345,85000.0,90000.0,YEAR,
346,125000.0,125000.0,YEAR,Doctor - Other
347,95000.0,115000.0,YEAR,Doctor - Other
348,70000.0,90000.0,YEAR,
349,200.0,250.0,YEAR,Specialty Doctor
350,9000.0,10000.0,YEAR,
351,76000.0,102465.0,YEAR,Consultant
352,30805.0,36461.0,YEAR,Consultant
353,77193.0,105042.0,YEAR,
354,85840.0,85840.0,YEAR,
355,9400.0,9400.0,YEAR,
356,109265.0,109265.0,YEAR,
357,9900.0,9900.0,YEAR,
358,75000.0,75000.0,YEAR,
359,49086.0,49086.0,YEAR,Doctor - Other
360,55965.0,105042.0,YEAR,
361,38500.0,38500.0,YEAR,
362,1681.0,1681.0,YEAR,Foundation Doctor
363,31217.0,41300.0,YEAR,Specialty Doctor
364,17787.0,20448.0,YEAR,3
365,30513.0,39878.0,YEAR,
366,47131.0,47131.0,YEAR,Doctor - Other
367,31219.0,49087.0,YEAR,Specialty Doctor
368,126075.0,126075.0,YEAR,
369,106616.0,106616.0,YEAR,
370,82000.0,82000.0,YEAR,
371,95000.0,95000.0,YEAR,
372,30605.0,48123.0,YEAR,Foundation Doctor
373,85000.0,95000.0,YEAR,
374,47132.0,64071.0,YEAR,Specialty Registrar
375,76500.0,81000.0,YEAR,
376,73616.0,73616.0,YEAR,
377,53792.0,53792.0,YEAR,
378,100860.0,100860.0,YEAR,
379,30800.0,30800.0,YEAR,
380,80000.0,80000.0,YEAR,
381,35661.0,35661.0,YEAR,Doctor - Other
382,39866.0,49704.0,YEAR,7
383,121754.0,144448.0,YEAR,
384,31217.0,43247.0,YEAR,
385,21012.0,26896.0,YEAR,
386,11500.0,11500.0,YEAR,
387,15080.0,15080.0,YEAR,
388,37408.0,49086.0,YEAR,Specialty Registrar
389,70000.0,70000.0,YEAR,
390,31217.0,4908600.0,YEAR,
391,49294.0,49294.0,YEAR,Specialty Registrar
392,9455.0,9455.0,YEAR,
393,83000.0,93000.0,YEAR,
394,25215.0,42025.0,YEAR,
395,39060.0,55762.0,YEAR,
396,84375.0,84375.0,YEAR,
397,,,,6
398,37923.0,70718.0,YEAR,Doctor - Other
399,56525.0,88709.0,YEAR,Doctor - Other
400,75645.0,75645.0,YEAR,
401,43247.0,49086.0,YEAR,Specialty Registrar
402,1392.0,1392.0,YEAR,Doctor - Other
403,16865.0,16865.0,YEAR,
404,39353.0,49294.0,YEAR,
405,16810.0,16810.0,YEAR,
406,40792.0,48677.0,YEAR,
407,8750.0,8750.0,YEAR,
408,48987.0,75791.0,YEAR,Specialty Registrar
409,73770.0,84780.0,YEAR,
410,37191.0,47123.0,YEAR,Specialty Registrar
411,84000.0,84000.0,YEAR,Specialty Doctor
412,31219.0,41301.0,YEAR,Foundation Doctor
413,17650.0,17650.0,YEAR,
414,85232.0,105042.0,YEAR,Consultant
415,74000.0,74000.0,YEAR,
416,57655.0,87033.0,YEAR,
417,27146.0,27146.0,YEAR,
418,23553.0,33034.0,YEAR,
419,121000.0,121000.0,YEAR,
420,40337.0,40337.0,YEAR,
421,78166.0,125200.0,YEAR,
422,84772.0,84772.0,YEAR,
423,81544.0,81544.0,YEAR,
424,103616.0,103616.0,YEAR,
425,27146.0,31422.0,YEAR,Foundation Doctor
426,32825.0,35401.0,YEAR,
427,141288.0,145692.0,YEAR,
428,85298.0,85298.0,YEAR,
429,112.0,115.0,YEAR,
430,84772.0,87412.0,YEAR,
431,103616.0,106844.0,YEAR,
432,35000.0,37500.0,YEAR,
433,22753.0,42430.0,YEAR,Specialty Doctor
434,40495.0,40495.0,YEAR,
435,10100.0,40400.0,YEAR,Doctor - Other
436,51000.0,51000.0,YEAR,
437,82792.0,82792.0,YEAR,
438,70929.0,70929.0,YEAR,
439,36000.0,36000.0,YEAR,
440,28000.0,32000.0,YEAR,Doctor - Other
441,30605.0,40491.0,YEAR,Specialty Registrar
442,37176.0,69424.0,YEAR,Specialty Doctor
443,39060.0,47132.0,YEAR,
444,17000.0,17000.0,YEAR,2
445,35795.0,49086.0,YEAR,
446,34782.0,43772.0,YEAR,
447,30302.0,40090.0,YEAR,
448,77913.0,105042.0,YEAR,Specialty Registrar
449,70000.0,75000.0,YEAR,
450,1681.0,1681.0,YEAR,
451,86000.0,120000.0,YEAR,
452,77913.0,103490.0,YEAR,Consultant
453,90000.0,130000.0,YEAR,Consultant
454,47133.0,47133.0,YEAR,Doctor - Other
455,9000.0,9250.0,YEAR,
456,37570.0,44606.0,YEAR,
457,85955.0,85955.0,YEAR,
458,31127.0,49086.0,YEAR,
459,31219.0,41301.0,YEAR,Specialty Doctor
460,77913.0,102042.0,YEAR,Consultant
461,37570.0,43772.0,YEAR,
462,5043.0,5043.0,YEAR,Doctor - Other
463,21853.0,30258.0,YEAR,
464,77913.0,105490.0,YEAR,Consultant
465,14069.0,15750.0,YEAR,
466,48370.0,48370.0,YEAR,
467,1179.0,1179.0,YEAR,Specialty Doctor
468,77915.0,105042.0,YEAR,Consultant
469,8670.0,8670.0,YEAR,
470,79913.0,105042.0,YEAR,Consultant
471,32478.0,48123.0,YEAR,
472,24214.0,30112.0,YEAR,5
473,44606.0,52306.0,YEAR,8a
474,31217.0,70718.0,YEAR,Doctor - Other
475,8000.0,9000.0,YEAR,
476,27922.0,27922.0,YEAR,
477,46288.0,46288.0,YEAR,Doctor - Other
478,31000.0,31000.0,YEAR,
479,120000.0,120000.0,YEAR,
480,31244.0,37191.0,YEAR,Foundation Doctor
481,21089.0,23761.0,YEAR,4
482,250.0,250.0,YEAR,
483,44606.0,48324.0,YEAR,8a
484,29213.0,41300.0,YEAR,Foundation Doctor
485,54000.0,54000.0,YEAR,
486,30401.0,37267.0,YEAR,6
487,31127.0,49086.0,YEAR,Specialty Registrar
488,9500.0,10500.0,YEAR,
489,135000.0,135000.0,YEAR,9
490,37570.0,43772.0,YEAR,7
491,50132.0,58089.0,YEAR,
492,40500.0,40500.0,YEAR,
493,25553.0,41300.0,YEAR,
494,9750.0,9750.0,YEAR,
495,36310.0,41310.0,YEAR,
496,4000.0,4000.0,YEAR,Consultant
497,27655.0,87003.0,YEAR,Doctor - Other
498,16810.0,25215.0,YEAR,
499,400.0,400.0,YEAR,
500,37923.0,70719.0,YEAR,
501,29213.0,29213.0,YEAR,Foundation Doctor
502,29214.0,33035.0,YEAR,
503,84725.0,106479.0,YEAR,Doctor - Other
504,37547.0,70018.0,YEAR,Specialty Doctor
505,69829.0,78596.0,YEAR,
506,40000.0,40000.0,YEAR,
507,72000.0,100000.0,YEAR,
508,36461.0,36461.0,YEAR,
509,57655.0,87003.0,YEAR,Doctor - Other
510,37923.0,37923.0,YEAR,
511,47123.0,47123.0,YEAR,Doctor - Other
512,77761.0,105420.0,YEAR,Consultant
513,27146.0,72840.0,YEAR,Doctor - Other
514,42025.0,58835.0,YEAR,
515,31124.0,49086.0,YEAR,
516,15000.0,35000.0,YEAR,Doctor - Other
517,45000.0,45000.0,YEAR,
518,37570.0,37570.0,YEAR,
519,97465.0,97465.0,YEAR,
520,31217.0,49026.0,YEAR,
521,41300.0,49086.0,YEAR,
522,45000.0,45000.0,YEAR,Doctor - Other
523,31931.0,48123.0,YEAR,
524,80000.0,100000.0,YEAR,
525,9700.0,9700.0,YEAR,
526,52422.0,69424.0,YEAR,
527,30606.0,40491.0,YEAR,
528,30000.0,30000.0,YEAR,Doctor - Other
529,21786.0,23028.0,YEAR,2
530,35000.0,35000.0,YEAR,Doctor - Other
531,31217.0,33127.0,YEAR,Doctor - Other
532,77913.0,105082.0,YEAR,Consultant
533,31217.0,33127.0,YEAR,Specialty Registrar
534,31217.0,413000.0,YEAR,
535,87665.0,105042.0,YEAR,
536,23553.0,41301.0,YEAR,Doctor - Other
537,29636.0,32878.0,YEAR,
538,39060.0,49069.0,YEAR,
539,73616.0,121625.0,YEAR,
540,151290.0,151290.0,YEAR,Doctor - Other
541,30401.0,43772.0,YEAR,6
542,28000.0,28000.0,YEAR,
543,34000.0,48000.0,YEAR,
544,14355.0,14355.0,YEAR,
545,38857.0,57218.0,YEAR,Doctor - Other
546,16322.0,16322.0,YEAR,2
547,29213.0,41300.0,YEAR,
548,39060.0,55762.0,YEAR,Doctor - Other
549,77913.0,77913.0,YEAR,
550,39608.0,72840.0,YEAR,
551,3362.0,3362.0,YEAR,Foundation Doctor
552,31127.0,41300.0,YEAR,Specialty Registrar
553,44606.0,50819.0,YEAR,8a
554,17652.0,19020.0,YEAR,2
555,77913.0,105042.0,YEAR,Specialty Doctor
556,9882.0,9882.0,YEAR,
557,35000.0,48000.0,YEAR,Specialty Doctor
558,85488.0,85488.0,YEAR,Consultant
559,73936.0,86687.0,YEAR,8d
560,71157.0,71157.0,YEAR,Doctor - Other
561,33127.0,49086.0,YEAR,Specialty Registrar
562,37935.0,48075.0,YEAR,Specialty Registrar
563,165.0,165.0,YEAR,
564,1263.0,1263.0,YEAR,Doctor - Other
565,31217.0,37408.0,YEAR,Specialty Registrar
566,9363.0,9363.0,YEAR,
567,47192.0,47192.0,YEAR,Specialty Registrar
568,16331.0,16331.0,YEAR,
569,77000.0,105000.0,YEAR,
570,18813.0,20795.0,YEAR,3
571,73936.0,105042.0,YEAR,8d
572,18491.0,18491.0,YEAR,
573,48987.0,75791.0,YEAR,Doctor - Other
574,145000.0,145000.0,YEAR,Consultant
575,33864.0,33864.0,YEAR,
576,640.0,640.0,YEAR,
577,17652.0,19020.0,YEAR,
578,93750.0,93750.0,YEAR,
579,1100.0,1100.0,YEAR,
580,1263.0,1263.0,YEAR,Specialty Doctor
581,2500.0,2500.0,YEAR,
582,103.0,76761.0,YEAR,
583,32569.0,49086.0,YEAR,Doctor - Other
584,37176.0,69325.0,YEAR,Specialty Doctor
585,106480.0,106480.0,YEAR,
586,102811.0,102811.0,YEAR,Doctor - Other
587,37923.0,70018.0,YEAR,Specialty Doctor
588,60454.0,60454.0,YEAR,
589,10700.0,10700.0,YEAR,
590,139707.0,139707.0,YEAR,
591,35795.0,49086.0,YEAR,Doctor - Other
592,40000.0,50000.0,YEAR,
593,1392.0,1392.0,YEAR,Specialty Registrar
594,37217.0,49086.0,YEAR,Doctor - Other
595,23553.0,41300.0,YEAR,Doctor - Other
596,31217.0,35795.0,YEAR,Doctor - Other
597,98583.0,98583.0,YEAR,
598,6724.0,6724.0,YEAR,Consultant
599,77326.0,77326.0,YEAR,Specialty Doctor
600,200.0,200.0,YEAR,
601,46872.0,87408.0,YEAR,Specialty Doctor
602,24933.0,24933.0,YEAR,
603,31124.0,41300.0,YEAR,Doctor - Other
604,23553.0,26493.0,YEAR,
605,37923.0,87521.0,YEAR,Doctor - Other
606,30605.0,41300.0,YEAR,Specialty Registrar
607,31422.0,31422.0,YEAR,Doctor - Other
608,45193.0,49086.0,YEAR,Specialty Registrar
609,44888.0,74162.0,YEAR,
610,9282.0,9282.0,YEAR,
611,16430.0,18359.0,YEAR,
612,150000.0,150000.0,YEAR,
613,10200.0,10200.0,YEAR,
614,9187.0,9187.0,YEAR,
615,73772.0,84781.0,YEAR,
616,69068.0,82051.0,YEAR,Doctor - Other
617,73854.0,73854.0,YEAR,
618,37923.0,37923.0,YEAR,Doctor - Other
619,39429.0,43323.0,YEAR,
620,73936.0,103860.0,YEAR,8d
621,75861.0,98515.0,YEAR,Consultant
622,,,,4
623,5000.0,5000.0,YEAR,
624,7500.0,7500.0,YEAR,
625,12500.0,12500.0,YEAR,
626,72000.0,100000.0,YEAR,Doctor - Other
627,47132.0,49086.0,YEAR,Doctor - Other
628,1263.0,1263.0,YEAR,
629,27146.0,37191.0,YEAR,Doctor - Other
630,87412.0,87412.0,YEAR,
631,36093.0,44941.0,YEAR,
632,115.0,138.0,YEAR,
633,100000.0,125000.0,YEAR,
634,27146.0,27146.0,YEAR,Doctor - Other
635,105903.0,105903.0,YEAR,
636,29359.0,40878.0,YEAR,
637,18000.0,18000.0,YEAR,
638,85955.0,89537.0,YEAR,
639,1681.0,1681.0,YEAR,Doctor - Other
640,149.0,37191.0,YEAR,Specialty Registrar
641,28640.0,46215.0,YEAR,
642,85995.0,89537.0,YEAR,
643,17314.0,17314.0,YEAR,
644,119351.0,119351.0,YEAR,
645,45798.0,45798.0,YEAR,Doctor - Other
646,77913.0,105420.0,YEAR,
647,78923.0,105652.0,YEAR,Consultant
648,23553.0,26493.0,YEAR,Doctor - Other
649,75881.0,75881.0,YEAR,Doctor - Other
650,35093.0,48123.0,YEAR,Specialty Registrar
651,35795.0,35795.0,YEAR,Doctor - Other
652,30605.0,48123.0,YEAR,Specialty Doctor
653,80075.0,1072014.0,YEAR,
654,31217.0,39354.0,YEAR,Doctor - Other
655,24307.0,29365.0,YEAR,
656,285.0,285.0,YEAR,
657,75750.0,90900.0,YEAR,
658,159695.0,159695.0,YEAR,
659,27146.0,47132.0,YEAR,
660,27025.0,39609.0,YEAR,
661,840.0,840.0,YEAR,Consultant
662,50000.0,50000.0,YEAR,
663,73936.0,105042.0,YEAR,
664,150000.0,150000.0,YEAR,Consultant
665,,,,9
666,,,,3
667,9000.0,11000.0,YEAR,Doctor - Other
668,9000.0,10000.0,YEAR,Doctor - Other
669,291.0,291.0,YEAR,Doctor - Other
670,85000.0,85000.0,YEAR,Specialty Registrar
671,33127.0,58593.0,YEAR,
672,27146.0,37191.0,YEAR,
673,31422.0,47132.0,YEAR,
674,92518.0,92518.0,YEAR,
675,58787.0,88710.0,YEAR,Doctor - Other
676,31217.0,33127.0,YEAR,
