salary_id,minimum_salary,maximum_salary,salary_type,pay_band
1566,24142.0,27156.0,YEAR,Doctor - Other
1567,82022.0,109839.0,YEAR,Consultant
1568,40232.0,75023.0,YEAR,Doctor - Other
1569,33790.0,50068.0,YEAR,Doctor - Other
1570,74215.0,74215.0,YEAR,
1571,79834.0,97575.0,YEAR,
1572,40233.0,75025.0,YEAR,
1573,31217.0,42126.0,YEAR,Specialty Registrar
1574,29798.0,42126.0,YEAR,Doctor - Other
1575,32000.0,33000.0,YEAR,
1576,40037.0,74461.0,YEAR,
1577,35000.0,38000.0,YEAR,Doctor - Other
1578,79744.0,105042.0,YEAR,
1579,370.0,370.0,YEAR,
1580,140000.0,150000.0,YEAR,Consultant
1581,31841.0,42300.0,YEAR,
1582,77779.0,100977.0,YEAR,
1583,50068.0,50068.0,YEAR,Doctor - Other
1584,70000.0,100000.0,YEAR,Doctor - Other
1585,81108.0,107668.0,YEAR,Consultant
1586,27146.0,47132.0,YEAR,Foundation Doctor
1587,30000.0,30000.0,YEAR,6
1588,1295.0,1295.0,YEAR,
1589,84050.0,84050.0,YEAR,Specialty Registrar
1590,89856.0,107668.0,YEAR,Consultant
1591,32000.0,50315.0,YEAR,Specialty Registrar
1592,38156.0,74661.0,YEAR,
1593,350000.0,350000.0,YEAR,5
1594,94500.0,94500.0,YEAR,
1595,43036.0,43036.0,YEAR,
1596,32175.0,32175.0,YEAR,
1597,37498.0,37498.0,YEAR,
1598,87546.0,87546.0,YEAR,
1599,58835.0,58835.0,YEAR,
1600,40037.0,746661.0,YEAR,Specialty Doctor
1601,31814.0,50068.0,YEAR,
1602,85000.0,98839.0,YEAR,
1603,40037.0,64158.0,YEAR,Specialty Doctor
1604,282.0,282.0,YEAR,
1605,11628.0,11628.0,YEAR,
1606,65670.0,65670.0,YEAR,
1607,44888.0,81951.0,YEAR,Doctor - Other
1608,32050.0,37935.0,YEAR,Foundation Doctor
1609,32000.0,42334.0,YEAR,Specialty Registrar
1610,222.0,222.0,YEAR,
1611,41789.0,41789.0,YEAR,
1612,37015.0,37015.0,YEAR,
1613,76001.0,103490.0,YEAR,
1614,80688.0,80688.0,YEAR,
1615,80000.0,80000.0,YEAR,8c
1616,40037.0,53733.0,YEAR,Specialty Doctor
1617,24024.0,27022.0,YEAR,Specialty Registrar
1618,77860.0,107668.0,YEAR,Consultant
1619,49923.0,77264.0,YEAR,Doctor - Other
1620,17000.0,21000.0,YEAR,
1621,150.0,175.0,YEAR,
1622,30605.0,40491.0,YEAR,Specialty Doctor
1623,37693.0,40600.0,YEAR,
1624,40037.0,40037.0,YEAR,
1625,85000.0,85000.0,YEAR,Consultant
1626,92455.0,141288.0,YEAR,
1627,56133.0,56133.0,YEAR,Specialty Doctor
1628,17550.0,17550.0,YEAR,3
1629,9595.0,9595.0,YEAR,
1630,91776.0,91776.0,YEAR,
1631,74653.0,80161.0,YEAR,
1632,72927.0,94679.0,YEAR,Consultant
1633,44112.0,50068.0,YEAR,Specialty Registrar
1634,31500.0,34500.0,YEAR,Doctor - Other
1635,23553.0,41300.0,YEAR,
1636,17500.0,19000.0,YEAR,Doctor - Other
1637,48705.0,48705.0,YEAR,Doctor - Other
1638,79000.0,107668.0,YEAR,Consultant
1639,10500.0,10500.0,YEAR,Doctor - Other
1640,61777.0,72597.0,YEAR,
1641,29308.0,29308.0,YEAR,Foundation Doctor
1642,116526.0,116526.0,YEAR,
1643,900.0,900.0,YEAR,
1644,24024.0,33790.0,YEAR,
1645,33000.0,33000.0,YEAR,6
1646,33000.0,33000.0,YEAR,7
1647,76761.0,76761.0,YEAR,Consultant
1648,40000.0,45000.0,YEAR,7
1649,97500.0,156000.0,YEAR,
1650,79869.0,107668.0,YEAR,
1651,42126.0,42126.0,YEAR,Doctor - Other
1652,112125.0,156000.0,YEAR,
1653,80008.0,140000.0,YEAR,
1654,99450.0,120000.0,YEAR,
1655,65000.0,65000.0,YEAR,
1656,98507.0,98507.0,YEAR,
1657,79760.0,107668.0,YEAR,Consultant
1658,36511.0,50068.0,YEAR,
1659,9500.0,12000.0,YEAR,
1660,40000.0,42000.0,YEAR,8a
1661,79680.0,107668.0,YEAR,Consultant
1662,58808.0,88704.0,YEAR,Doctor - Other
1663,66002.0,90926.0,YEAR,Doctor - Other
1664,97549.0,97549.0,YEAR,
1665,31998.0,50314.0,YEAR,Specialty Registrar
1666,320.0,320.0,YEAR,
1667,27689.0,48075.0,YEAR,Doctor - Other
1668,77799.0,100977.0,YEAR,Consultant
1669,97000.0,97000.0,YEAR,
1670,50237.0,50237.0,YEAR,Specialty Doctor
1671,32000.0,35000.0,YEAR,
1672,31219.0,50563.0,YEAR,Specialty Registrar
1673,24024.0,27022.0,YEAR,
1674,31841.0,33790.0,YEAR,
1675,75614.0,84780.0,YEAR,Doctor - Other
1676,40233.0,75025.0,YEAR,Specialty Doctor
1677,24024.0,42126.0,YEAR,Foundation Doctor
1678,51892.0,51892.0,YEAR,Doctor - Other
1679,1426.0,1426.0,YEAR,
1680,32050.0,48075.0,YEAR,Doctor - Other
1681,30302.0,48558.0,YEAR,Specialty Registrar
1682,30302.0,48075.0,YEAR,Specialty Doctor
1683,30605.0,51828.0,YEAR,Specialty Registrar
1684,70000.0,80000.0,YEAR,
1685,31218.0,50563.0,YEAR,
1686,38534.0,48075.0,YEAR,Specialty Registrar
1687,30302.0,48075.0,YEAR,Specialty Registrar
1688,37935.0,37935.0,YEAR,Foundation Doctor
1689,31129.0,50563.0,YEAR,Specialty Registrar
1690,24024.0,27022.0,YEAR,Doctor - Other
1691,31841.0,36511.0,YEAR,Doctor - Other
1692,45076.0,45076.0,YEAR,
1693,38747.0,38747.0,YEAR,
